benchmark,horizon,epsilon,time,val
mit.POMDP_1,1,0,77.929198,0.0
mit.POMDP_1,2,0,3795.780814,0.00729
mit.POMDP_1,3,0,3639.896259,0.739921
mit.POMDP_1,4,0,4108.181051,0.956133
mit.POMDP_1,5,0,4205.920776,0.993496
mit.POMDP_1,6,0,5057.094631,0.9991
