benchmark,horizon,epsilon,time,val
pentagon.POMDP_3,1,0,85.394490,0.0
pentagon.POMDP_3,2,0,170.042585,0.0
pentagon.POMDP_3,3,0,261.103630,0.0
pentagon.POMDP_3,4,0,4093.622988,0.005806
pentagon.POMDP_3,5,0,4651.893331,0.293022
pentagon.POMDP_3,6,0,4720.123883,0.414638
