benchmark,horizon,epsilon,time,val
mit.POMDP_3,1,0,78.394215,0.0
mit.POMDP_3,2,0,156.835222,0.0
mit.POMDP_3,3,0,238.283726,0.0
mit.POMDP_3,4,0,4591.515869,2e-06
mit.POMDP_3,5,0,4368.483165,0.07305
mit.POMDP_3,6,0,5146.285399,0.033915
