benchmark,horizon,epsilon,time,val
RockSample_POMDP_N3_G6_K7_R13_.txt,1,0,1028.928834,0.0
RockSample_POMDP_N3_G6_K7_R13_.txt,2,0,7306.565809,0.0
RockSample_POMDP_N3_G6_K7_R13_.txt,3,0,3493.011611,10.0
RockSample_POMDP_N3_G6_K7_R13_.txt,4,0,4940.820776,10.0
RockSample_POMDP_N3_G6_K7_R13_.txt,5,0,6498.321547,10.0
RockSample_POMDP_N3_G6_K7_R13_.txt,6,0,8258.333175,10.0
RockSample_POMDP_N3_G6_K7_R13_.txt,7,0,10042.548969,10.0
