benchmark,horizon,epsilon,time,val
iff_1_2_0_2,1,0,3630.003372,0.0
iff_1_2_0_2,2,0,139.780767,-1
iff_1_2_0_2,3,0,3657.086622,-1
iff_1_2_0_2,4,0,3616.797643,-1
iff_1_2_0_2,5,0,3665.161916,-1
iff_1_2_0_2,6,0,3634.835812,-1
