benchmark,horizon,epsilon,time,val
RockSample_POMDP_N5_G1_K2_R96.txt,1,0,2.658924,0.0
RockSample_POMDP_N5_G1_K2_R96.txt,2,0,5.628154,0.0
RockSample_POMDP_N5_G1_K2_R96.txt,3,0,8.920821,0.0
RockSample_POMDP_N5_G1_K2_R96.txt,4,0,12.577521,0.0
RockSample_POMDP_N5_G1_K2_R96.txt,5,0,16.549269,10.0
RockSample_POMDP_N5_G1_K2_R96.txt,6,0,20.904111,10.0
RockSample_POMDP_N5_G1_K2_R96.txt,7,0,25.416582,10.0
