benchmark,horizon,epsilon,time,val
mit.POMDP_2,1,0,77.541567,0.0
mit.POMDP_2,2,0,155.421771,0.0
mit.POMDP_2,3,0,4073.742203,4.8e-05
mit.POMDP_2,4,0,4658.510121,0.007347
mit.POMDP_2,5,0,4444.638664,0.07305
mit.POMDP_2,6,0,5232.710127,0.033915
