benchmark,horizon,epsilon,time,val
iff_1_3_4_2,1,0,3620.644423,0.0
iff_1_3_4_2,2,0,165.237963,0.0
iff_1_3_4_2,3,0,601.231706,-1
iff_1_3_4_2,4,0,3693.612220,-1
iff_1_3_4_2,5,0,3614.388378,-1
iff_1_3_4_2,6,0,3664.474747,-1
