hardware,embedding_index,horizon,method,time,result,threshold
jakarta,4,3,bellman,0.007560,1,0.977750
jakarta,5,3,bellman,0.007630,1,0.985170
jakarta,6,3,bellman,0.007730,1,0.978310
lagos,0,3,bellman,0.006290,1,0.977690
lagos,1,3,bellman,0.006500,1,0.977230
lagos,2,3,bellman,0.006600,1,0.976200
lagos,3,3,bellman,0.007260,1,0.957640
lagos,4,3,bellman,0.007450,1,0.960420
lagos,5,3,bellman,0.007610,1,0.946950
lagos,6,3,bellman,0.007850,1,0.969170
ourense,0,3,bellman,0.006280,1,0.984590
ourense,1,3,bellman,0.006670,1,0.982900
ourense,2,3,bellman,0.006560,1,0.980370
ourense,3,3,bellman,0.006860,1,0.982800
toronto,0,3,bellman,0.006400,1,0.975790
toronto,1,3,bellman,0.006530,1,0.981420
toronto,2,3,bellman,0.006630,1,0.977120
toronto,3,3,bellman,0.006760,1,0.977720
toronto,4,3,bellman,0.007970,1,0.981690
toronto,5,3,bellman,0.007360,1,0.980530
toronto,6,3,bellman,0.008070,1,0.980560
toronto,7,3,bellman,0.008290,1,0.982820
toronto,8,3,bellman,0.008990,1,0.977910
toronto,9,3,bellman,0.008970,1,0.980950
toronto,10,3,bellman,0.009100,1,0.984370
toronto,11,3,bellman,0.009050,1,0.980730
toronto,12,3,bellman,0.009900,1,0.940750
toronto,13,3,bellman,0.009380,1,0.983320
toronto,14,3,bellman,0.010600,1,0.983130
toronto,15,3,bellman,0.010340,1,0.916190
toronto,16,3,bellman,0.010760,1,0.930460
toronto,17,3,bellman,0.010980,1,0.979300
toronto,18,3,bellman,0.011510,1,0.941470
toronto,19,3,bellman,0.010800,1,0.955520
toronto,20,3,bellman,0.010940,1,0.943040
toronto,21,3,bellman,0.011680,1,0.956280
toronto,22,3,bellman,0.011400,1,0.941520
toronto,23,3,bellman,0.012400,1,0.823520
toronto,24,3,bellman,0.012420,1,0.958230
toronto,25,3,bellman,0.012660,1,0.965350
toronto,26,3,bellman,0.012850,1,0.852190
toronto,27,3,bellman,0.013210,1,0.826250
toronto,28,3,bellman,0.013030,1,0.966040
toronto,29,3,bellman,0.014010,1,0.972530
toronto,30,3,bellman,0.013610,1,0.933470
toronto,31,3,bellman,0.014160,1,0.907770
toronto,32,3,bellman,0.014360,1,0.973870
toronto,33,3,bellman,0.014870,1,0.950060
toronto,34,3,bellman,0.014990,1,0.942870
toronto,35,3,bellman,0.014850,1,0.980760
toronto,36,3,bellman,0.015310,1,0.978840
washington,0,3,bellman,0.006660,1,0.977490
washington,1,3,bellman,0.008420,1,0.973910
washington,2,3,bellman,0.011930,1,0.975970
washington,3,3,bellman,0.007110,1,0.980990
washington,4,3,bellman,0.007490,1,0.904790
washington,5,3,bellman,0.007770,1,0.898280
washington,6,3,bellman,0.009400,1,0.902460
washington,7,3,bellman,0.008150,1,0.966890
washington,8,3,bellman,0.009520,1,0.967040
washington,9,3,bellman,0.013130,1,0.960840
washington,10,3,bellman,0.008530,1,0.974470
washington,11,3,bellman,0.009050,1,0.977770
washington,12,3,bellman,0.011240,1,0.963830
washington,13,3,bellman,0.013200,1,0.965590
washington,14,3,bellman,0.009910,1,0.190990
washington,15,3,bellman,0.010360,1,0.840030
washington,16,3,bellman,0.010710,1,0.871310
washington,17,3,bellman,0.011540,1,0.192140
washington,18,3,bellman,0.011610,1,0.193900
washington,19,3,bellman,0.013840,1,0.197130
washington,20,3,bellman,0.012730,1,0.973760
washington,21,3,bellman,0.013790,1,0.952820
washington,22,3,bellman,0.013900,1,0.956590
washington,23,3,bellman,0.015630,1,0.971690
washington,24,3,bellman,0.015130,1,0.980950
washington,25,3,bellman,0.016740,1,0.966180
washington,26,3,bellman,0.016740,1,0.969360
washington,27,3,bellman,0.013250,1,0.980720
washington,28,3,bellman,0.013700,1,0.979370
washington,29,3,bellman,0.016220,1,0.980970
washington,30,3,bellman,0.014170,1,0.963570
washington,31,3,bellman,0.015670,1,0.973590
washington,32,3,bellman,0.019500,1,0.975000
washington,33,3,bellman,0.014590,1,0.959100
washington,34,3,bellman,0.014740,1,0.963890
washington,35,3,bellman,0.015190,1,0.970950
washington,36,3,bellman,0.017370,1,0.963400
washington,37,3,bellman,0.015630,1,0.969400
washington,38,3,bellman,0.017510,1,0.969590
washington,39,3,bellman,0.020240,1,0.958580
washington,40,3,bellman,0.015860,1,0.971690
washington,41,3,bellman,0.016430,1,0.972680
washington,42,3,bellman,0.016570,1,0.972110
washington,43,3,bellman,0.017470,1,0.965290
washington,44,3,bellman,0.017110,1,0.977780
washington,45,3,bellman,0.017990,1,0.973980
washington,46,3,bellman,0.020310,1,0.976400
washington,47,3,bellman,0.017230,1,0.978680
washington,48,3,bellman,0.017660,1,0.981800
washington,49,3,bellman,0.018900,1,0.982190
washington,50,3,bellman,0.021320,1,0.984130
washington,51,3,bellman,0.020110,1,0.978970
washington,52,3,bellman,0.020290,1,0.975030
washington,53,3,bellman,0.021220,1,0.965960
washington,54,3,bellman,0.021340,1,0.963670
washington,55,3,bellman,0.023100,1,0.976410
washington,56,3,bellman,0.022830,1,0.984680
washington,57,3,bellman,0.024370,1,0.985110
washington,58,3,bellman,0.020140,1,0.976900
washington,59,3,bellman,0.023420,1,0.955190
washington,60,3,bellman,0.024920,1,0.958520
washington,61,3,bellman,0.020570,1,0.979160
washington,62,3,bellman,0.020850,1,0.979100
washington,63,3,bellman,0.021290,1,0.981000
washington,64,3,bellman,0.023550,1,0.966920
washington,65,3,bellman,0.021720,1,0.977420
washington,66,3,bellman,0.023690,1,0.965250
washington,67,3,bellman,0.025550,1,0.955210
washington,68,3,bellman,0.021930,1,0.972910
washington,69,3,bellman,0.022360,1,0.944490
washington,70,3,bellman,0.022680,1,0.931390
washington,71,3,bellman,0.023750,1,0.918340
washington,72,3,bellman,0.022990,1,0.957370
washington,73,3,bellman,0.024810,1,0.934700
washington,74,3,bellman,0.026770,1,0.952600
washington,75,3,bellman,0.023410,1,0.976680
washington,76,3,bellman,0.024070,1,0.984170
washington,77,3,bellman,0.024080,1,0.981920
washington,78,3,bellman,0.025220,1,0.982750
washington,79,3,bellman,0.024430,1,0.982560
washington,80,3,bellman,0.025000,1,0.981320
washington,81,3,bellman,0.028910,1,0.973350
washington,82,3,bellman,0.026290,1,0.977390
washington,83,3,bellman,0.027560,1,0.969710
washington,84,3,bellman,0.027700,1,0.963330
washington,85,3,bellman,0.029000,1,0.976430
washington,86,3,bellman,0.029540,1,0.971860
washington,87,3,bellman,0.030770,1,0.957360
washington,88,3,bellman,0.030210,1,0.969930
washington,89,3,bellman,0.027010,1,0.982030
washington,90,3,bellman,0.027330,1,0.982000
washington,91,3,bellman,0.030110,1,0.950300
washington,92,3,bellman,0.030020,1,0.977970
washington,93,3,bellman,0.035540,1,0.946470
washington,94,3,bellman,0.032970,1,0.945670
washington,95,3,bellman,0.028160,1,0.972420
washington,96,3,bellman,0.028510,1,0.974870
washington,97,3,bellman,0.028840,1,0.981580
washington,98,3,bellman,0.031220,1,0.973670
washington,99,3,bellman,0.029310,1,0.976670
washington,100,3,bellman,0.031120,1,0.972590
washington,101,3,bellman,0.033190,1,0.971270
washington,102,3,bellman,0.029550,1,0.967700
washington,103,3,bellman,0.030340,1,0.957670
washington,104,3,bellman,0.030610,1,0.918410
washington,105,3,bellman,0.032160,1,0.939620
washington,106,3,bellman,0.030740,1,0.917890
washington,107,3,bellman,0.031620,1,0.904290
washington,108,3,bellman,0.034570,1,0.956760
washington,109,3,bellman,0.031060,1,0.964050
washington,110,3,bellman,0.031630,1,0.979170
washington,111,3,bellman,0.032730,1,0.971430
washington,112,3,bellman,0.035500,1,0.968620
washington,113,3,bellman,0.034430,1,0.978160
washington,114,3,bellman,0.034650,1,0.971600
washington,115,3,bellman,0.035900,1,0.976020
washington,116,3,bellman,0.036220,1,0.977030
washington,117,3,bellman,0.036540,1,0.984910
washington,118,3,bellman,0.037590,1,0.949460
washington,119,3,bellman,0.038840,1,0.976100
washington,120,3,bellman,0.034120,1,0.973680
washington,121,3,bellman,0.036300,1,0.971240
washington,122,3,bellman,0.038890,1,0.977260
washington,123,3,bellman,0.034730,1,0.973360
washington,124,3,bellman,0.035190,1,0.970710
washington,125,3,bellman,0.035280,1,0.978110
washington,126,3,bellman,0.037150,1,0.975790
washington,127,3,bellman,0.035790,1,0.977620
washington,128,3,bellman,0.037920,1,0.978810
washington,129,3,bellman,0.041400,1,0.969270
washington,130,3,bellman,0.036170,1,0.975050
washington,131,3,bellman,0.036550,1,0.941270
washington,132,3,bellman,0.036900,1,0.916260
washington,133,3,bellman,0.038080,1,0.942800
washington,134,3,bellman,0.037360,1,0.958530
washington,135,3,bellman,0.038380,1,0.955460
washington,136,3,bellman,0.042710,1,0.977240
washington,137,3,bellman,0.037910,1,0.949600
washington,138,3,bellman,0.037950,1,0.945850
washington,139,3,bellman,0.038380,1,0.981520
washington,140,3,bellman,0.039180,1,0.978460
washington,141,3,bellman,0.038780,1,0.980390
washington,142,3,bellman,0.040090,1,0.982100
washington,143,3,bellman,0.042270,1,0.980780
washington,144,3,bellman,0.041080,1,0.979410
washington,145,3,bellman,0.042450,1,0.957980
washington,146,3,bellman,0.042790,1,0.886800
washington,147,3,bellman,0.043830,1,0.979860
washington,148,3,bellman,0.044260,1,0.974850
washington,149,3,bellman,0.045400,1,0.978160
washington,150,3,bellman,0.044850,1,0.981890
washington,151,3,bellman,0.041790,1,0.981380
washington,152,3,bellman,0.042030,1,0.983000
washington,153,3,bellman,0.044550,1,0.198290
washington,154,3,bellman,0.042540,1,0.969650
washington,155,3,bellman,0.044620,1,0.198300
washington,156,3,bellman,0.043020,1,0.883340
washington,157,3,bellman,0.043090,1,0.865080
washington,158,3,bellman,0.043740,1,0.954610
washington,159,3,bellman,0.044920,1,0.939710
washington,160,3,bellman,0.044000,1,0.985890
washington,161,3,bellman,0.045790,1,0.974250
washington,162,3,bellman,0.047770,1,0.965120
washington,163,3,bellman,0.044420,1,0.979700
washington,164,3,bellman,0.044760,1,0.969970
washington,165,3,bellman,0.045300,1,0.939070
washington,166,3,bellman,0.046830,1,0.963560
washington,167,3,bellman,0.045460,1,0.943750
washington,168,3,bellman,0.046320,1,0.938050
washington,169,3,bellman,0.049270,1,0.967690
washington,170,3,bellman,0.045650,1,0.977790
washington,171,3,bellman,0.046510,1,0.978030
washington,172,3,bellman,0.047610,1,0.964580
washington,173,3,bellman,0.049900,1,0.958140
washington,174,3,bellman,0.050010,1,0.976110
washington,175,3,bellman,0.050230,1,0.949960
washington,176,3,bellman,0.051570,1,0.965330
washington,177,3,bellman,0.051990,1,0.917450
washington,178,3,bellman,0.052700,1,0.972760
washington,179,3,bellman,0.049120,1,0.941890
washington,180,3,bellman,0.049310,1,0.947930
washington,181,3,bellman,0.049510,1,0.978990
washington,182,3,bellman,0.050090,1,0.981030
washington,183,3,bellman,0.050760,1,0.955570
washington,184,3,bellman,0.050580,1,0.927520
washington,185,3,bellman,0.050980,1,0.953540
washington,186,3,bellman,0.051430,1,0.967210
washington,187,3,bellman,0.052130,1,0.909820
washington,188,3,bellman,0.052290,1,0.824130
washington,189,3,bellman,0.052810,1,0.882220
washington,190,3,bellman,0.053110,1,0.978440
yorktown,0,3,bellman,0.006380,1,0.952660
yorktown,1,3,bellman,0.006630,1,0.956560
yorktown,2,3,bellman,0.007000,1,0.934840
yorktown,3,3,bellman,0.006660,1,0.955980
yorktown,4,3,bellman,0.006950,1,0.934170
yorktown,5,3,bellman,0.006990,1,0.962760
athens,0,3,bellman,0.006220,1,0.978420
athens,1,3,bellman,0.006630,1,0.964270
athens,2,3,bellman,0.006920,1,0.952810
auckland,0,3,bellman,0.006370,1,0.980070
auckland,1,3,bellman,0.006880,1,0.980150
auckland,2,3,bellman,0.006640,1,0.983130
auckland,3,3,bellman,0.006820,1,0.978120
auckland,4,3,bellman,0.008160,1,0.973660
auckland,5,3,bellman,0.007350,1,0.985170
auckland,6,3,bellman,0.008030,1,0.982280
auckland,7,3,bellman,0.008300,1,0.975370
auckland,8,3,bellman,0.008790,1,0.973560
auckland,9,3,bellman,0.008970,1,0.983290
auckland,10,3,bellman,0.009500,1,0.982510
auckland,11,3,bellman,0.009080,1,0.980030
auckland,12,3,bellman,0.009700,1,0.980290
auckland,13,3,bellman,0.009620,1,0.983650
auckland,14,3,bellman,0.010490,1,0.981880
auckland,15,3,bellman,0.010400,1,0.984590
auckland,16,3,bellman,0.010630,1,0.982330
auckland,17,3,bellman,0.011800,1,0.980260
auckland,18,3,bellman,0.011110,1,0.982230
auckland,19,3,bellman,0.010910,1,0.983440
auckland,20,3,bellman,0.011010,1,0.984820
auckland,21,3,bellman,0.011910,1,0.981550
auckland,22,3,bellman,0.011280,1,0.981730
auckland,23,3,bellman,0.012310,1,0.976760
auckland,24,3,bellman,0.012480,1,0.968860
auckland,25,3,bellman,0.013320,1,0.979440
auckland,26,3,bellman,0.012990,1,0.972480
auckland,27,3,bellman,0.013570,1,0.967090
auckland,28,3,bellman,0.012930,1,0.967750
auckland,29,3,bellman,0.013950,1,0.964660
auckland,30,3,bellman,0.013620,1,0.970540
auckland,31,3,bellman,0.014160,1,0.971930
auckland,32,3,bellman,0.014400,1,0.966260
auckland,33,3,bellman,0.014880,1,0.982910
auckland,34,3,bellman,0.015080,1,0.982360
auckland,35,3,bellman,0.014820,1,0.984310
auckland,36,3,bellman,0.015290,1,0.986490
essex,0,3,bellman,0.006090,1,0.957970
essex,1,3,bellman,0.006410,1,0.968170
essex,2,3,bellman,0.006350,1,0.950680
essex,3,3,bellman,0.006850,1,0.950470
perth,0,3,bellman,0.006340,1,0.982710
perth,1,3,bellman,0.006350,1,0.986260
perth,2,3,bellman,0.006530,1,0.985150
perth,3,3,bellman,0.007320,1,0.984510
perth,4,3,bellman,0.007520,1,0.971780
perth,5,3,bellman,0.007830,1,0.975660
perth,6,3,bellman,0.007810,1,0.966660
santiago,0,3,bellman,0.006330,1,0.984660
santiago,1,3,bellman,0.006560,1,0.985330
santiago,2,3,bellman,0.006970,1,0.987070
singapore,0,3,bellman,0.006150,1,0.961330
singapore,1,3,bellman,0.007130,1,0.959060
singapore,2,3,bellman,0.006490,1,0.957000
singapore,3,3,bellman,0.007290,1,0.958430
singapore,4,3,bellman,0.007640,1,0.948020
singapore,5,3,bellman,0.007720,1,0.964000
singapore,6,3,bellman,0.006830,1,0.963190
singapore,7,3,bellman,0.007890,1,0.953410
singapore,8,3,bellman,0.007960,1,0.963610
singapore,9,3,bellman,0.008310,1,0.960480
singapore,10,3,bellman,0.008530,1,0.963710
singapore,11,3,bellman,0.007960,1,0.956340
singapore,12,3,bellman,0.008340,1,0.954930
singapore,13,3,bellman,0.009090,1,0.968640
singapore,14,3,bellman,0.008470,1,0.969100
singapore,15,3,bellman,0.009220,1,0.970410
singapore,16,3,bellman,0.008690,1,0.969840
singapore,17,3,bellman,0.009180,1,0.968110
singapore,18,3,bellman,0.009670,1,0.969720
singapore,19,3,bellman,0.009850,1,0.956700
singapore,20,3,bellman,0.009880,1,0.972520
singapore,21,3,bellman,0.010620,1,0.965950
singapore,22,3,bellman,0.009750,1,0.969350
singapore,23,3,bellman,0.010290,1,0.972150
singapore,24,3,bellman,0.010160,1,0.956950
singapore,25,3,bellman,0.010540,1,0.972760
singapore,26,3,bellman,0.011150,1,0.979000
singapore,27,3,bellman,0.011500,1,0.972960
singapore,28,3,bellman,0.010600,1,0.951810
singapore,29,3,bellman,0.011420,1,0.946340
singapore,30,3,bellman,0.011740,1,0.953210
singapore,31,3,bellman,0.011890,1,0.950780
singapore,32,3,bellman,0.012110,1,0.957950
singapore,33,3,bellman,0.011630,1,0.976620
singapore,34,3,bellman,0.011980,1,0.962810
singapore,35,3,bellman,0.012280,1,0.961520
sydney,0,3,bellman,0.006330,1,0.980650
sydney,1,3,bellman,0.006840,1,0.980460
sydney,2,3,bellman,0.006820,1,0.979260
sydney,3,3,bellman,0.006930,1,0.979070
sydney,4,3,bellman,0.008040,1,0.970470
sydney,5,3,bellman,0.007240,1,0.983250
sydney,6,3,bellman,0.008330,1,0.980780
sydney,7,3,bellman,0.008330,1,0.971650
sydney,8,3,bellman,0.008750,1,0.971420
sydney,9,3,bellman,0.008800,1,0.978540
sydney,10,3,bellman,0.009100,1,0.976940
sydney,11,3,bellman,0.009200,1,0.980870
sydney,12,3,bellman,0.010000,1,0.964870
sydney,13,3,bellman,0.009740,1,0.981220
sydney,14,3,bellman,0.010280,1,0.982730
sydney,15,3,bellman,0.010540,1,0.945850
sydney,16,3,bellman,0.010630,1,0.953100
sydney,17,3,bellman,0.010900,1,0.985470
sydney,18,3,bellman,0.011460,1,0.984740
sydney,19,3,bellman,0.010790,1,0.966440
sydney,20,3,bellman,0.010960,1,0.952160
sydney,21,3,bellman,0.011730,1,0.970920
sydney,22,3,bellman,0.011420,1,0.984800
sydney,23,3,bellman,0.012410,1,0.974480
sydney,24,3,bellman,0.012410,1,0.969840
sydney,25,3,bellman,0.013180,1,0.980090
sydney,26,3,bellman,0.013010,1,0.957830
sydney,27,3,bellman,0.013550,1,0.955370
sydney,28,3,bellman,0.012840,1,0.968320
sydney,29,3,bellman,0.013810,1,0.979400
sydney,30,3,bellman,0.013660,1,0.948180
sydney,31,3,bellman,0.014350,1,0.952040
sydney,32,3,bellman,0.014540,1,0.976850
sydney,33,3,bellman,0.014780,1,0.971050
sydney,34,3,bellman,0.015200,1,0.828280
sydney,35,3,bellman,0.014790,1,0.978090
sydney,36,3,bellman,0.015320,1,0.839400
perfect_hardware,0,3,bellman,0.000840,1,0.999000
cairo,0,3,bellman,0.008040,1,0.984070
cairo,1,3,bellman,0.012330,1,0.964560
cairo,2,3,bellman,0.014290,1,0.958450
casablanca,0,3,bellman,0.006180,1,0.961810
casablanca,1,3,bellman,0.006310,1,0.971790
casablanca,2,3,bellman,0.006600,1,0.973850
casablanca,3,3,bellman,0.007290,1,0.977510
casablanca,4,3,bellman,0.007430,1,0.971070
casablanca,5,3,bellman,0.007700,1,0.976120
casablanca,6,3,bellman,0.007810,1,0.975450
johannesburg,0,3,bellman,0.006180,1,0.957020
johannesburg,1,3,bellman,0.006750,1,0.964200
johannesburg,2,3,bellman,0.007580,1,0.951520
johannesburg,3,3,bellman,0.008480,1,0.944950
johannesburg,4,3,bellman,0.006490,1,0.932080
johannesburg,5,3,bellman,0.006760,1,0.929000
johannesburg,6,3,bellman,0.007910,1,0.946320
johannesburg,7,3,bellman,0.008740,1,0.946270
johannesburg,8,3,bellman,0.009920,1,0.935710
johannesburg,9,3,bellman,0.008070,1,0.928350
johannesburg,10,3,bellman,0.008580,1,0.937540
johannesburg,11,3,bellman,0.009050,1,0.945330
johannesburg,12,3,bellman,0.009730,1,0.932520
johannesburg,13,3,bellman,0.008300,1,0.935710
johannesburg,14,3,bellman,0.008930,1,0.927120
johannesburg,15,3,bellman,0.008790,1,0.948310
johannesburg,16,3,bellman,0.009430,1,0.950710
johannesburg,17,3,bellman,0.009790,1,0.941900
johannesburg,18,3,bellman,0.009920,1,0.953010
johannesburg,19,3,bellman,0.009970,1,0.926600
johannesburg,20,3,bellman,0.010550,1,0.896510
johannesburg,21,3,bellman,0.011150,1,0.935920
johannesburg,22,3,bellman,0.009850,1,0.950990
johannesburg,23,3,bellman,0.010460,1,0.947870
johannesburg,24,3,bellman,0.011030,1,0.943620
johannesburg,25,3,bellman,0.010070,1,0.952940
johannesburg,26,3,bellman,0.010500,1,0.921400
johannesburg,27,3,bellman,0.011560,1,0.917430
johannesburg,28,3,bellman,0.012290,1,0.946790
johannesburg,29,3,bellman,0.011630,1,0.949790
johannesburg,30,3,bellman,0.012030,1,0.927860
johannesburg,31,3,bellman,0.012190,1,0.921980
melbourne,0,3,bellman,0.006300,1,0.963340
melbourne,1,3,bellman,0.008740,1,0.934580
melbourne,2,3,bellman,0.008820,1,0.952790
melbourne,3,3,bellman,0.010710,1,0.926080
melbourne,4,3,bellman,0.006660,1,0.952680
melbourne,5,3,bellman,0.008590,1,0.926690
melbourne,6,3,bellman,0.008810,1,0.938680
melbourne,7,3,bellman,0.009680,1,0.926100
melbourne,8,3,bellman,0.009830,1,0.906390
melbourne,9,3,bellman,0.007230,1,0.934010
melbourne,10,3,bellman,0.008830,1,0.931650
melbourne,11,3,bellman,0.008740,1,0.911040
melbourne,12,3,bellman,0.009460,1,0.923280
melbourne,13,3,bellman,0.009620,1,0.914300
melbourne,14,3,bellman,0.007440,1,0.935770
melbourne,15,3,bellman,0.008510,1,0.918550
melbourne,16,3,bellman,0.009000,1,0.928950
melbourne,17,3,bellman,0.009480,1,0.940630
melbourne,18,3,bellman,0.009640,1,0.944220
melbourne,19,3,bellman,0.007930,1,0.915750
melbourne,20,3,bellman,0.008270,1,0.930660
melbourne,21,3,bellman,0.008650,1,0.922950
melbourne,22,3,bellman,0.009120,1,0.921290
melbourne,23,3,bellman,0.009250,1,0.930080
melbourne,24,3,bellman,0.008340,1,0.912360
melbourne,25,3,bellman,0.008480,1,0.907070
melbourne,26,3,bellman,0.008970,1,0.931720
melbourne,27,3,bellman,0.009410,1,0.929000
melbourne,28,3,bellman,0.008710,1,0.936180
melbourne,29,3,bellman,0.008920,1,0.937860
melbourne,30,3,bellman,0.008990,1,0.940380
melbourne,31,3,bellman,0.009430,1,0.939060
melbourne,32,3,bellman,0.009670,1,0.945180
melbourne,33,3,bellman,0.009970,1,0.957020
melbourne,34,3,bellman,0.010420,1,0.951870
melbourne,35,3,bellman,0.010950,1,0.924790
manila,0,3,bellman,0.006300,1,0.974540
manila,1,3,bellman,0.006530,1,0.971650
manila,2,3,bellman,0.007020,1,0.980880
montreal,0,3,bellman,0.006410,1,0.979660
montreal,1,3,bellman,0.006940,1,0.981860
montreal,2,3,bellman,0.006660,1,0.978420
montreal,3,3,bellman,0.006780,1,0.977560
montreal,4,3,bellman,0.007960,1,0.978630
