hardware,embedding_index,horizon,method,time,result,threshold
poughkeepsie,1,4,convex,0.011700,1,0.743370
poughkeepsie,1,5,convex,0.020480,1,0.748470
poughkeepsie,1,6,convex,0.033910,1,0.748470
algiers,0,1,convex,0.002100,1,0.664600
algiers,0,2,convex,0.004020,1,0.665660
algiers,0,3,convex,0.006400,1,0.747720
algiers,0,4,convex,0.012140,1,0.747730
algiers,0,5,convex,0.021180,1,0.748930
algiers,0,6,convex,0.035500,1,0.748930
algiers,1,1,convex,0.002390,1,0.652880
algiers,1,2,convex,0.005100,1,0.664900
algiers,1,3,convex,0.007890,1,0.732130
algiers,1,4,convex,0.016330,1,0.733580
algiers,1,5,convex,0.028580,1,0.746150
algiers,1,6,convex,0.050090,1,0.746190
kolkata,0,1,convex,0.002230,1,0.655050
kolkata,0,2,convex,0.003170,1,0.665140
kolkata,0,3,convex,0.006890,1,0.734970
kolkata,0,4,convex,0.009710,1,0.736030
kolkata,0,5,convex,0.015510,1,0.746730
kolkata,0,6,convex,0.024400,1,0.746750
kolkata,1,1,convex,0.002370,1,0.664570
kolkata,1,2,convex,0.005080,1,0.665660
kolkata,1,3,convex,0.007780,1,0.747720
kolkata,1,4,convex,0.016120,1,0.747730
kolkata,1,5,convex,0.028380,1,0.748950
kolkata,1,6,convex,0.049560,1,0.748950
kyoto,0,1,convex,0.002710,1,0.664710
kyoto,0,2,convex,0.006110,1,0.665660
kyoto,0,3,convex,0.009050,1,0.747870
kyoto,0,4,convex,0.019600,1,0.747880
kyoto,0,5,convex,0.034500,1,0.748950
kyoto,0,6,convex,0.061830,1,0.748950
kyoto,1,1,convex,0.003490,1,0.535820
kyoto,1,2,convex,0.006060,1,0.538750
kyoto,1,3,convex,0.008330,1,0.553770
kyoto,1,4,convex,0.013650,1,0.558120
kyoto,1,5,convex,0.024320,1,0.566890
kyoto,1,6,convex,0.048500,1,0.572280
nairobi,0,1,convex,0.001990,1,0.652260
nairobi,0,2,convex,0.002930,1,0.664830
nairobi,0,3,convex,0.006150,1,0.731350
nairobi,0,4,convex,0.008710,1,0.732920
nairobi,0,5,convex,0.014020,1,0.746010
nairobi,0,6,convex,0.022190,1,0.746060
nairobi,1,1,convex,0.002040,1,0.661550
nairobi,1,2,convex,0.003910,1,0.665590
nairobi,1,3,convex,0.006310,1,0.743970
nairobi,1,4,convex,0.012020,1,0.744140
nairobi,1,5,convex,0.021130,1,0.748600
nairobi,1,6,convex,0.035520,1,0.748600
quito,0,1,convex,0.001960,1,0.660710
quito,0,2,convex,0.003690,1,0.665550
quito,0,3,convex,0.006190,1,0.742460
quito,0,4,convex,0.011460,1,0.742720
quito,0,5,convex,0.020050,1,0.748040
quito,0,6,convex,0.033330,1,0.748040
quito,1,1,convex,0.001990,1,0.639000
quito,1,2,convex,0.003780,1,0.662210
quito,1,3,convex,0.006160,1,0.710560
quito,1,4,convex,0.011720,1,0.715840
quito,1,5,convex,0.020650,1,0.737020
quito,1,6,convex,0.034060,1,0.737500
