algorithm_index,min_success0,avg_success0,max_success0,min_success1,avg_success1,max_success1,min_meas_succ,avg_meas_succ,max_meas_succ,min_diff_meas,avg_diff_meas,max_diff_meas,min_abs_diff_meas,avg_abs_diff_meas,max_abs_diff_meas,min_succ_1Q,avg_succ_1Q,max_succ_1Q,min_succ_2Q,avg_succ_2Q,max_succ_2Q,num_hardwares
29,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.999153,0.999153,0.999153,0.5,0.5,0.5,1
31,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.999153,0.999153,0.999153,0.5,0.5,0.5,1
32,0.9862,0.9862,0.9862,0.9862,0.9862,0.9862,0.9862,0.9862,0.9862,0.0,0.0,0.0,0.0,0.0,0.0,0.999443,0.9997214999999999,1.0,0.5,0.5,0.5,1
33,0.9862,0.9862,0.9862,0.9862,0.9862,0.9862,0.9862,0.9862,0.9862,0.0,0.0,0.0,0.0,0.0,0.0,0.999443,0.9997214999999999,1.0,0.5,0.5,0.5,1
34,0.9862,0.9862,0.9862,0.9862,0.9862,0.9862,0.9862,0.9862,0.9862,0.0,0.0,0.0,0.0,0.0,0.0,0.999443,0.9997214999999999,1.0,0.5,0.5,0.5,1
35,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.0,0.0,0.0,0.0,0.0,0.0,0.999564,0.999782,1.0,0.5,0.5,0.5,1
36,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.0,0.0,0.0,0.0,0.0,0.0,0.999564,0.999782,1.0,0.5,0.5,0.5,1
37,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.0,0.0,0.0,0.0,0.0,0.0,0.999564,0.999782,1.0,0.5,0.5,0.5,1
38,0.9157,0.9157,0.9157,0.9157,0.9157,0.9157,0.9157,0.9157,0.9157,0.0,0.0,0.0,0.0,0.0,0.0,0.999564,0.999782,1.0,0.5,0.5,0.5,1
39,0.9157,0.9157,0.9157,0.9157,0.9157,0.9157,0.9157,0.9157,0.9157,0.0,0.0,0.0,0.0,0.0,0.0,0.999564,0.999782,1.0,0.5,0.5,0.5,1
40,0.9157,0.9157,0.9157,0.9157,0.9157,0.9157,0.9157,0.9157,0.9157,0.0,0.0,0.0,0.0,0.0,0.0,0.999564,0.999782,1.0,0.5,0.5,0.5,1
42,0.9951,0.9951,0.9951,0.9951,0.9951,0.9951,0.9951,0.9951,0.9951,0.0,0.0,0.0,0.0,0.0,0.0,0.997151,0.9985755000000001,1.0,0.921504,0.921504,0.921504,1
44,0.9951,0.9951,0.9951,0.9951,0.9951,0.9951,0.9951,0.9951,0.9951,0.0,0.0,0.0,0.0,0.0,0.0,0.997151,0.9985755000000001,1.0,0.921504,0.921504,0.921504,1
46,0.9951,0.9951,0.9951,0.9951,0.9951,0.9951,0.9951,0.9951,0.9951,0.0,0.0,0.0,0.0,0.0,0.0,0.997151,0.9985755000000001,1.0,0.921504,0.921504,0.921504,1
49,0.5362,0.6908,1.0,0.5362,0.6908,1.0,0.5362,0.6908,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7998228000000001,1.0,0.0,0.6511503333333334,0.989673,3
52,0.5963,0.5969,0.5975,0.5963,0.5969,0.5975,0.5963,0.5969,0.5975,0.0,0.0,0.0,0.0,0.0,0.0,0.998529,0.999116,1.0,0.5,0.5,0.5,2
53,0.5963,0.5969,0.5975,0.5963,0.5969,0.5975,0.5963,0.5969,0.5975,0.0,0.0,0.0,0.0,0.0,0.0,0.998529,0.999116,1.0,0.5,0.5,0.5,2
54,0.5963,0.5969,0.5975,0.5963,0.5969,0.5975,0.5963,0.5969,0.5975,0.0,0.0,0.0,0.0,0.0,0.0,0.998529,0.999116,1.0,0.5,0.5,0.5,2
55,0.9937,0.9937,0.9937,0.9937,0.9937,0.9937,0.9937,0.9937,0.9937,0.0,0.0,0.0,0.0,0.0,0.0,0.998529,0.9992645,1.0,0.5,0.5,0.5,1
56,0.9937,0.9937,0.9937,0.9937,0.9937,0.9937,0.9937,0.9937,0.9937,0.0,0.0,0.0,0.0,0.0,0.0,0.998529,0.9992645,1.0,0.5,0.5,0.5,1
57,0.9937,0.9937,0.9937,0.9937,0.9937,0.9937,0.9937,0.9937,0.9937,0.0,0.0,0.0,0.0,0.0,0.0,0.998529,0.9992645,1.0,0.5,0.5,0.5,1
58,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.998819,0.998819,0.998819,0.5,0.5,0.5,1
59,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.998819,0.998819,0.998819,0.5,0.5,0.5,1
60,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.998819,0.998819,0.998819,0.5,0.5,0.5,1
63,0.6772,0.6772,0.6772,0.6772,0.6772,0.6772,0.6772,0.6772,0.6772,0.0,0.0,0.0,0.0,0.0,0.0,0.99078,0.99539,1.0,0.5,0.5,0.5,1
64,0.6772,0.6772,0.6772,0.6772,0.6772,0.6772,0.6772,0.6772,0.6772,0.0,0.0,0.0,0.0,0.0,0.0,0.99078,0.99539,1.0,0.5,0.5,0.5,1
65,0.6772,0.6772,0.6772,0.6772,0.6772,0.6772,0.6772,0.6772,0.6772,0.0,0.0,0.0,0.0,0.0,0.0,0.99078,0.99539,1.0,0.5,0.5,0.5,1
66,0.9972,0.9972,0.9972,0.9972,0.9972,0.9972,0.9972,0.9972,0.9972,0.0,0.0,0.0,0.0,0.0,0.0,0.99078,0.99539,1.0,0.5,0.5,0.5,1
67,0.9972,0.9972,0.9972,0.9972,0.9972,0.9972,0.9972,0.9972,0.9972,0.0,0.0,0.0,0.0,0.0,0.0,0.99078,0.99539,1.0,0.5,0.5,0.5,1
68,0.9972,0.9972,0.9972,0.9972,0.9972,0.9972,0.9972,0.9972,0.9972,0.0,0.0,0.0,0.0,0.0,0.0,0.99078,0.99539,1.0,0.5,0.5,0.5,1
72,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
74,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
