algorithm_index,min_success0,avg_success0,max_success0,min_success1,avg_success1,max_success1,min_meas_succ,avg_meas_succ,max_meas_succ,min_diff_meas,avg_diff_meas,max_diff_meas,min_abs_diff_meas,avg_abs_diff_meas,max_abs_diff_meas,min_succ_1Q,avg_succ_1Q,max_succ_1Q,min_succ_2Q,avg_succ_2Q,max_succ_2Q,num_hardwares
0,0.5362,0.9217198455882362,1.0,0.5362,0.9217198455882362,1.0,0.5362,0.9217198455882362,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9952507731092445,1.0,0.0,0.9199112647058821,0.995453,136
2,0.5362,0.9217198455882362,1.0,0.5362,0.9217198455882362,1.0,0.5362,0.9217198455882362,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9952507731092445,1.0,0.0,0.9199112647058821,0.995453,136
4,0.61,0.9397179609375009,0.9972,0.61,0.9397179609375009,0.9972,0.61,0.9397179609375009,0.9972,0.0,0.0,0.0,0.0,0.0,0.0,0.989691,0.9994544778761072,1.0,0.5,0.9350602109374998,0.995453,128
6,0.5963,0.932817638655463,0.9972,0.5963,0.932817638655463,0.9972,0.5963,0.932817638655463,0.9972,0.0,0.0,0.0,0.0,0.0,0.0,0.989691,0.9995338086124407,1.0,0.809911,0.9725460252100838,0.995453,119
8,0.61,0.9385598205128214,0.9972,0.61,0.9385598205128214,0.9972,0.61,0.9385598205128214,0.9972,0.0,0.0,0.0,0.0,0.0,0.0,0.989691,0.9995398495145635,1.0,0.809911,0.9723607094017092,0.995453,117
10,0.5963,0.932817638655463,0.9972,0.5963,0.932817638655463,0.9972,0.5963,0.932817638655463,0.9972,0.0,0.0,0.0,0.0,0.0,0.0,0.989691,0.9995338086124407,1.0,0.809911,0.9725460252100838,0.995453,119
12,0.9157,0.9777888888888889,0.9972,0.9157,0.9777888888888889,0.9972,0.9157,0.9777888888888889,0.9972,0.0,0.0,0.0,0.0,0.0,0.0,0.99078,0.9989732499999999,1.0,0.5,0.5,0.5,9
14,0.6772,0.94773,0.9972,0.6772,0.94773,0.9972,0.6772,0.94773,0.9972,0.0,0.0,0.0,0.0,0.0,0.0,0.99078,0.9985751111111111,1.0,0.5,0.5,0.5,10
16,0.9446,0.9790000000000001,0.9952,0.9446,0.9790000000000001,0.9952,0.9446,0.9790000000000001,0.9952,0.0,0.0,0.0,0.0,0.0,0.0,0.998819,0.999426,1.0,0.5,0.5,0.5,4
23,0.9157,0.97682,0.9972,0.9157,0.97682,0.9972,0.9157,0.97682,0.9972,0.0,0.0,0.0,0.0,0.0,0.0,0.99078,0.9986211111111112,1.0,0.5,0.5,0.5,5
25,0.5963,0.6012666666666667,0.61,0.5963,0.6012666666666667,0.61,0.5963,0.6012666666666667,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.998529,0.9991252500000001,1.0,0.5,0.5,0.5,3
26,0.5963,0.6202500000000001,0.6772,0.5963,0.6202500000000001,0.6772,0.5963,0.6202500000000001,0.6772,0.0,0.0,0.0,0.0,0.0,0.0,0.99078,0.9978801666666667,1.0,0.5,0.5,0.5,4
28,0.5963,0.6031500000000001,0.61,0.5963,0.6031500000000001,0.61,0.5963,0.6031500000000001,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.998529,0.9992273333333334,1.0,0.5,0.5,0.5,2
30,0.5963,0.6278333333333334,0.6772,0.5963,0.6278333333333334,0.6772,0.5963,0.6278333333333334,0.6772,0.0,0.0,0.0,0.0,0.0,0.0,0.99078,0.9976924,1.0,0.5,0.5,0.5,3
41,0.9951,0.9951,0.9951,0.9951,0.9951,0.9951,0.9951,0.9951,0.9951,0.0,0.0,0.0,0.0,0.0,0.0,0.997151,0.9985755000000001,1.0,0.921504,0.921504,0.921504,1
43,0.9951,0.9951,0.9951,0.9951,0.9951,0.9951,0.9951,0.9951,0.9951,0.0,0.0,0.0,0.0,0.0,0.0,0.997151,0.9985755000000001,1.0,0.921504,0.921504,0.921504,1
45,0.9951,0.9951,0.9951,0.9951,0.9951,0.9951,0.9951,0.9951,0.9951,0.0,0.0,0.0,0.0,0.0,0.0,0.997151,0.9985755000000001,1.0,0.921504,0.921504,0.921504,1
47,0.5362,0.56655,0.5975,0.5362,0.56655,0.5975,0.5362,0.56655,0.5975,0.0,0.0,0.0,0.0,0.0,0.0,0.997773,0.999495857142857,1.0,0.963778,0.98005625,0.990682,4
48,0.5362,0.5362,0.5362,0.5362,0.5362,0.5362,0.5362,0.5362,0.5362,0.0,0.0,0.0,0.0,0.0,0.0,0.999556,0.9997785,1.0,0.963778,0.9767255,0.989673,2
50,0.5362,0.56655,0.5975,0.5362,0.56655,0.5975,0.5362,0.56655,0.5975,0.0,0.0,0.0,0.0,0.0,0.0,0.997773,0.999495857142857,1.0,0.963778,0.98005625,0.990682,4
51,0.5362,0.5362,0.5362,0.5362,0.5362,0.5362,0.5362,0.5362,0.5362,0.0,0.0,0.0,0.0,0.0,0.0,0.999556,0.9997785,1.0,0.963778,0.9767255,0.989673,2
61,0.5975,0.5975,0.5975,0.5975,0.5975,0.5975,0.5975,0.5975,0.5975,0.0,0.0,0.0,0.0,0.0,0.0,0.998819,0.998819,0.998819,0.5,0.5,0.5,1
62,0.5975,0.5975,0.5975,0.5975,0.5975,0.5975,0.5975,0.5975,0.5975,0.0,0.0,0.0,0.0,0.0,0.0,0.998819,0.998819,0.998819,0.5,0.5,0.5,1
69,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
70,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
71,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
73,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
