hardware,embedding_index,horizon,pomdp_build_time,probability,method,method_time,algorithm_index,error
boeblingen,0,1,0.015630,0.663710,convex,0.000000,0,0.000000
boeblingen,0,2,0.015630,0.666630,convex,0.000000,1,0.000000
boeblingen,0,3,0.015630,0.746470,convex,0.000000,2,0.000000
boeblingen,0,4,0.015630,0.746550,convex,1.000000,3,0.000000
boeblingen,0,5,0.015630,0.749800,convex,10.000000,4,0.000000
boeblingen,0,6,0.015630,0.749800,convex,1207.000000,5,0.000000
boeblingen,1,1,0.016880,0.617530,convex,0.000000,6,0.000000
boeblingen,1,2,0.016880,0.653650,convex,0.000000,7,0.000000
boeblingen,1,3,0.016880,0.674170,convex,0.000000,8,0.000000
boeblingen,1,4,0.016880,0.687310,convex,1.000000,9,0.000000
boeblingen,1,5,0.016880,0.711840,convex,9.000000,10,0.000000
boeblingen,1,6,0.016880,0.714600,convex,55.000000,11,0.000000
bogota,0,1,0.017780,0.660530,convex,0.000000,12,0.000000
bogota,0,2,0.017780,0.666490,convex,0.000000,13,0.000000
bogota,0,3,0.017780,0.742470,convex,0.000000,14,0.000000
bogota,0,4,0.017780,0.742830,convex,1.000000,15,0.000000
bogota,0,5,0.017780,0.749360,convex,10.000000,16,0.000000
bogota,0,6,0.017780,0.749360,convex,2113.000000,17,0.000000
bogota,1,1,0.018900,0.653600,convex,0.000000,18,0.000000
bogota,1,2,0.018900,0.665870,convex,0.000000,19,0.000000
bogota,1,3,0.018900,0.732690,convex,0.000000,20,0.000000
bogota,1,4,0.018900,0.734200,convex,1.000000,21,0.000000
bogota,1,5,0.018900,0.747000,convex,10.000000,22,0.000000
bogota,1,6,0.018900,0.747050,convex,524.000000,23,0.000000
cusco,0,1,0.018380,0.665030,convex,0.000000,24,0.000000
cusco,0,2,0.018380,0.666650,convex,0.000000,25,0.000000
cusco,0,3,0.018380,0.748070,convex,0.000000,26,0.000000
cusco,0,4,0.018380,0.748090,convex,1.000000,27,0.000000
cusco,0,5,0.018380,0.749910,convex,10.000000,28,0.000000
cusco,0,6,0.018380,0.749910,convex,1409.000000,29,0.000000
cusco,1,1,0.090230,0.500000,convex,0.000000,30,0.000000
cusco,1,2,0.090230,0.500980,convex,0.000000,31,0.000000
cusco,1,3,0.090230,0.500980,convex,0.000000,32,0.000000
cusco,1,4,0.090230,0.501460,convex,1.000000,33,0.000000
cusco,1,5,0.090230,0.501460,convex,14.000000,34,0.000000
cusco,1,6,0.090230,0.501830,convex,736.000000,35,0.000000
lagos,0,1,0.018290,0.517470,convex,0.000000,36,0.000000
lagos,0,2,0.018290,0.518100,convex,0.000000,37,0.000000
lagos,0,3,0.018290,0.526160,convex,0.000000,38,0.000000
lagos,0,4,0.018290,0.527100,convex,1.000000,39,0.000000
lagos,0,5,0.018290,0.532640,convex,10.000000,40,0.000000
lagos,0,6,0.018290,0.533820,convex,97.000000,41,0.000000
lagos,1,1,0.018970,0.662910,convex,0.000000,42,0.000000
lagos,1,2,0.018970,0.666600,convex,0.000000,43,0.000000
lagos,1,3,0.018970,0.745480,convex,0.000000,44,0.000000
lagos,1,4,0.018970,0.745620,convex,1.000000,45,0.000000
lagos,1,5,0.018970,0.749710,convex,10.000000,46,0.000000
lagos,1,6,0.018970,0.749710,convex,887.000000,47,0.000000
toronto,0,1,0.026560,0.592000,convex,0.000000,48,0.000000
toronto,0,2,0.026560,0.612750,convex,0.000000,49,0.000000
toronto,0,3,0.026560,0.631300,convex,0.000000,50,0.000000
toronto,0,4,0.026560,0.652670,convex,1.000000,51,0.000000
toronto,0,5,0.026560,0.669820,convex,9.000000,52,0.000000
toronto,0,6,0.026560,0.676980,convex,50.000000,53,0.000000
toronto,1,1,0.032580,0.664920,convex,0.000000,54,0.000000
toronto,1,2,0.032580,0.666650,convex,0.000000,55,0.000000
toronto,1,3,0.032580,0.747920,convex,0.000000,56,0.000000
toronto,1,4,0.032580,0.747960,convex,1.000000,57,0.000000
toronto,1,5,0.032580,0.749890,convex,11.000000,28,0.000000
toronto,1,6,0.032580,0.749890,convex,1867.000000,29,0.000000
