benchmark,horizon,time,set_size,n_initial_states,val
iff.POMDP_61_68_2,1,0.002539,1,2,12.800000
iff.POMDP_61_68_2,2,0.050635,1,2,18.387200
iff.POMDP_61_68_2,3,1.312878,1,2,19.842291
iff.POMDP_61_68_2,4,30.078030,1,2,19.987065
iff.POMDP_61_68_2,5,665.086830,1,2,19.999009
iff.POMDP_61_68_2,6,3600.003069,1,2,-1.000000
