benchmark,horizon,time,set_size,n_initial_states,val
iff_2_3_4_0,1,0.002888,2,3,0.000000
iff_2_3_4_0,2,0.029217,11,3,0.000000
iff_2_3_4_0,3,0.484109,152,3,0.000000
iff_2_3_4_0,4,47.380948,3652,3,0.000000
iff_2_3_4_0,5,3683.338672,16190,3,-1.000000
iff_2_3_4_0,6,3796.324873,19920,3,-1.000000
