benchmark,horizon,time,final_set_size,size_to_convexify,n_initial_states,val
iff.POMDP_64_71_2,1,0.003835,1,50,2,9.800000
iff.POMDP_64_71_2,1,0.001705,1,500,2,9.800000
iff.POMDP_64_71_2,1,0.001704,1,1000,2,9.800000
iff.POMDP_64_71_2,1,0.001687,1,2000,2,9.800000
iff.POMDP_64_71_2,2,0.087896,1,50,2,16.022000
iff.POMDP_64_71_2,2,0.087352,1,500,2,16.022000
iff.POMDP_64_71_2,2,0.087419,1,1000,2,16.022000
iff.POMDP_64_71_2,2,0.087365,1,2000,2,16.022000
iff.POMDP_64_71_2,3,3.206211,1,50,2,18.936222
iff.POMDP_64_71_2,3,3.209027,1,500,2,18.936222
iff.POMDP_64_71_2,3,3.208617,1,1000,2,18.936222
iff.POMDP_64_71_2,3,3.218737,1,2000,2,18.936222
iff.POMDP_64_71_2,4,88.454822,1,50,2,19.827149
iff.POMDP_64_71_2,4,88.633315,1,500,2,19.827149
iff.POMDP_64_71_2,4,88.597442,1,1000,2,19.827149
iff.POMDP_64_71_2,4,88.589046,1,2000,2,19.827149
iff.POMDP_64_71_2,5,2402.160316,1,50,2,19.977092
iff.POMDP_64_71_2,5,2703.436028,1,500,2,19.977092
iff.POMDP_64_71_2,5,2706.284760,1,1000,2,19.977092
iff.POMDP_64_71_2,5,2706.373131,1,2000,2,19.977092
iff.POMDP_64_71_2,6,3600.024361,1,50,2,-1.000000
iff.POMDP_64_71_2,6,3600.012924,1,500,2,-1.000000
iff.POMDP_64_71_2,6,3600.009257,1,1000,2,-1.000000
iff.POMDP_64_71_2,6,3600.008371,1,2000,2,-1.000000
