benchmark,horizon,time,set_size,n_initial_states,val
iff_1_2_0_2,1,0.003146,2,3,0.000000
iff_1_2_0_2,2,0.035028,10,3,0.000000
iff_1_2_0_2,3,0.461479,87,3,0.000000
iff_1_2_0_2,4,4.772702,355,3,0.000000
iff_1_2_0_2,5,62.327111,2224,3,0.000000
iff_1_2_0_2,6,1099.088885,5864,3,0.000000
