benchmark,horizon,time,set_size,n_initial_states,val
iff_2_3_2_0,1,0.002836,2,3,0.000000
iff_2_3_2_0,2,0.033816,11,3,0.000000
iff_2_3_2_0,3,0.616605,152,3,0.000000
iff_2_3_2_0,4,50.000660,3686,3,0.000000
iff_2_3_2_0,5,3702.926928,17796,3,-1.000000
iff_2_3_2_0,6,3926.843255,26289,3,-1.000000
