benchmark,horizon,time,set_size,n_initial_states,val
iff.POMDP_64_71_2,1,0.002833,1,2,9.800000
iff.POMDP_64_71_2,2,0.097456,1,2,16.022000
iff.POMDP_64_71_2,3,3.567404,1,2,18.936222
iff.POMDP_64_71_2,4,103.652512,1,2,19.827149
iff.POMDP_64_71_2,5,2573.852572,1,2,19.977092
iff.POMDP_64_71_2,6,3600.013685,1,2,-1.000000
