benchmark,horizon,time,set_size,n_initial_states,val
iff_1_2_2_0,1,0.003343,2,3,0.000000
iff_1_2_2_0,2,0.032626,10,3,0.000000
iff_1_2_2_0,3,0.469519,85,3,0.000000
iff_1_2_2_0,4,5.215037,346,3,0.000000
iff_1_2_2_0,5,48.055971,1046,3,0.000000
iff_1_2_2_0,6,269.525427,1916,3,0.000000
