benchmark,horizon,time,set_size,n_initial_states,val
iff.POMDP_64_73_5,1,0.002717,1,2,9.800000
iff.POMDP_64_73_5,2,0.070986,1,2,16.022000
iff.POMDP_64_73_5,3,2.392229,1,2,18.936222
iff.POMDP_64_73_5,4,69.361565,1,2,19.827149
iff.POMDP_64_73_5,5,1760.895892,1,2,19.977092
iff.POMDP_64_73_5,6,3600.007966,1,2,-1.000000
