benchmark,horizon,time,set_size,n_initial_states,val
iff_1_3_0_2,1,0.137555,2,3,0.000000
iff_1_3_0_2,2,0.073710,12,3,0.000000
iff_1_3_0_2,3,0.606612,182,3,0.000000
iff_1_3_0_2,4,208.027268,4677,3,0.000000
iff_1_3_0_2,5,3718.861835,16934,3,-1.000000
iff_1_3_0_2,6,5302.332368,47054,3,-1.000000
