benchmark,horizon,time,set_size,n_initial_states,val
iff_1_2_2_4,1,0.138979,2,3,0.000000
iff_1_2_2_4,2,0.060497,10,3,0.000000
iff_1_2_2_4,3,0.313157,85,3,0.000000
iff_1_2_2_4,4,3.148629,346,3,0.000000
iff_1_2_2_4,5,37.901194,1499,3,0.000000
iff_1_2_2_4,6,270.957197,3140,3,0.000000
