benchmark,horizon,time,set_size,n_initial_states,val
iff.POMDP_61_71_4,1,0.002663,1,2,9.800000
iff.POMDP_61_71_4,2,0.080367,1,2,16.022000
iff.POMDP_61_71_4,3,2.713686,1,2,18.936222
iff.POMDP_61_71_4,4,73.830872,1,2,19.827149
iff.POMDP_61_71_4,5,1751.047817,1,2,19.977092
iff.POMDP_61_71_4,6,3600.006463,1,2,-1.000000
