benchmark,horizon,time,set_size,n_initial_states,val
iff_1_3_0_4,1,0.003086,2,3,0.000000
iff_1_3_0_4,2,0.028157,12,3,0.000000
iff_1_3_0_4,3,0.432593,182,3,0.000000
iff_1_3_0_4,4,130.835035,4677,3,0.000000
iff_1_3_0_4,5,3758.984600,15664,3,-1.000000
iff_1_3_0_4,6,5338.545996,51914,3,-1.000000
