benchmark,horizon,time,set_size,n_initial_states,val
iff.POMDP_71_73_1,1,0.002750,1,2,9.800000
iff.POMDP_71_73_1,2,0.075126,1,2,16.022000
iff.POMDP_71_73_1,3,2.688329,1,2,18.936222
iff.POMDP_71_73_1,4,74.532002,1,2,19.827149
iff.POMDP_71_73_1,5,1860.320177,1,2,19.977092
iff.POMDP_71_73_1,6,3600.014039,1,2,-1.000000
