benchmark,horizon,time,set_size,n_initial_states,val
iff.POMDP_66_68_1,1,0.002728,1,2,12.800000
iff.POMDP_66_68_1,2,0.067611,1,2,18.387200
iff.POMDP_66_68_1,3,2.011851,1,2,19.842291
iff.POMDP_66_68_1,4,48.955586,1,2,19.987065
iff.POMDP_66_68_1,5,1118.590651,1,2,19.999009
iff.POMDP_66_68_1,6,3600.007294,1,2,-1.000000
