benchmark,horizon,time,final_set_size,size_to_convexify,n_initial_states,val
iff.POMDP_59_61_1,1,0.002634,1,50,2,16.200000
iff.POMDP_59_61_1,1,0.001600,1,500,2,16.200000
iff.POMDP_59_61_1,1,0.001590,1,1000,2,16.200000
iff.POMDP_59_61_1,1,0.001587,1,2000,2,16.200000
iff.POMDP_59_61_1,2,0.059254,1,50,2,19.855600
iff.POMDP_59_61_1,2,0.059318,1,500,2,19.855600
iff.POMDP_59_61_1,2,0.058997,1,1000,2,19.855600
iff.POMDP_59_61_1,2,0.059156,1,2000,2,19.855600
iff.POMDP_59_61_1,3,1.548756,1,50,2,19.994513
iff.POMDP_59_61_1,3,1.562659,1,500,2,19.994513
iff.POMDP_59_61_1,3,1.555860,1,1000,2,19.994513
iff.POMDP_59_61_1,3,1.572698,1,2000,2,19.994513
iff.POMDP_59_61_1,4,36.204203,1,50,2,19.999791
iff.POMDP_59_61_1,4,36.100804,1,500,2,19.999791
iff.POMDP_59_61_1,4,36.051933,1,1000,2,19.999791
iff.POMDP_59_61_1,4,36.112376,1,2000,2,19.999791
iff.POMDP_59_61_1,5,743.664246,1,50,2,19.999992
iff.POMDP_59_61_1,5,728.015921,1,500,2,19.999992
iff.POMDP_59_61_1,5,736.798158,1,1000,2,19.999992
iff.POMDP_59_61_1,5,737.916534,1,2000,2,19.999992
iff.POMDP_59_61_1,6,3600.011605,1,50,2,-1.000000
iff.POMDP_59_61_1,6,3600.007486,1,500,2,-1.000000
iff.POMDP_59_61_1,6,3600.011798,1,1000,2,-1.000000
iff.POMDP_59_61_1,6,3600.006045,1,2000,2,-1.000000
