benchmark,horizon,time,final_set_size,size_to_convexify,n_initial_states,val
iff.POMDP_64_69_1,1,0.003063,1,50,2,9.800000
iff.POMDP_64_69_1,1,0.001672,1,500,2,9.800000
iff.POMDP_64_69_1,1,0.001655,1,1000,2,9.800000
iff.POMDP_64_69_1,1,0.001633,1,2000,2,9.800000
iff.POMDP_64_69_1,2,0.085449,1,50,2,16.022000
iff.POMDP_64_69_1,2,0.085008,1,500,2,16.022000
iff.POMDP_64_69_1,2,0.084921,1,1000,2,16.022000
iff.POMDP_64_69_1,2,0.085163,1,2000,2,16.022000
iff.POMDP_64_69_1,3,3.298050,1,50,2,18.936222
iff.POMDP_64_69_1,3,3.275916,1,500,2,18.936222
iff.POMDP_64_69_1,3,3.285458,1,1000,2,18.936222
iff.POMDP_64_69_1,3,3.279341,1,2000,2,18.936222
iff.POMDP_64_69_1,4,102.418827,1,50,2,19.827149
iff.POMDP_64_69_1,4,102.487995,1,500,2,19.827149
iff.POMDP_64_69_1,4,102.401751,1,1000,2,19.827149
iff.POMDP_64_69_1,4,102.379503,1,2000,2,19.827149
iff.POMDP_64_69_1,5,3091.839695,1,50,2,19.977092
iff.POMDP_64_69_1,5,3381.993009,1,500,2,19.977092
iff.POMDP_64_69_1,5,3383.026822,1,1000,2,19.977092
iff.POMDP_64_69_1,5,3382.031288,1,2000,2,19.977092
iff.POMDP_64_69_1,6,3600.011947,1,50,2,-1.000000
iff.POMDP_64_69_1,6,3600.013957,1,500,2,-1.000000
iff.POMDP_64_69_1,6,3600.022357,1,1000,2,-1.000000
iff.POMDP_64_69_1,6,3600.016315,1,2000,2,-1.000000
