benchmark,horizon,time,set_size,n_initial_states,val
iff.POMDP_64_69_1,1,0.002742,1,2,9.800000
iff.POMDP_64_69_1,2,0.093328,1,2,16.022000
iff.POMDP_64_69_1,3,3.697500,1,2,18.936222
iff.POMDP_64_69_1,4,120.587143,1,2,19.827149
iff.POMDP_64_69_1,5,3225.006302,1,2,19.977092
iff.POMDP_64_69_1,6,3600.012763,1,2,-1.000000
