benchmark,horizon,time,set_size,n_initial_states,val
iff.POMDP_59_64_1,1,0.002675,1,2,12.800000
iff.POMDP_59_64_1,2,0.069617,1,2,18.387200
iff.POMDP_59_64_1,3,2.187903,1,2,19.842291
iff.POMDP_59_64_1,4,66.303363,1,2,19.987065
iff.POMDP_59_64_1,5,1645.365544,1,2,19.999009
iff.POMDP_59_64_1,6,3600.004997,1,2,-1.000000
