benchmark,horizon,time,final_set_size,size_to_convexify,n_initial_states,val
iff.POMDP_68_73_1,1,0.003004,1,50,2,9.800000
iff.POMDP_68_73_1,1,0.001445,1,500,2,9.800000
iff.POMDP_68_73_1,1,0.001449,1,1000,2,9.800000
iff.POMDP_68_73_1,1,0.001441,1,2000,2,9.800000
iff.POMDP_68_73_1,2,0.043348,1,50,2,16.022000
iff.POMDP_68_73_1,2,0.043217,1,500,2,16.022000
iff.POMDP_68_73_1,2,0.043277,1,1000,2,16.022000
iff.POMDP_68_73_1,2,0.043291,1,2000,2,16.022000
iff.POMDP_68_73_1,3,1.232077,1,50,2,18.936222
iff.POMDP_68_73_1,3,1.232879,1,500,2,18.936222
iff.POMDP_68_73_1,3,1.232338,1,1000,2,18.936222
iff.POMDP_68_73_1,3,1.232324,1,2000,2,18.936222
iff.POMDP_68_73_1,4,31.439113,1,50,2,19.827149
iff.POMDP_68_73_1,4,31.481745,1,500,2,19.827149
iff.POMDP_68_73_1,4,31.423378,1,1000,2,19.827149
iff.POMDP_68_73_1,4,31.421631,1,2000,2,19.827149
iff.POMDP_68_73_1,5,765.134171,1,50,2,19.977092
iff.POMDP_68_73_1,5,768.296894,1,500,2,19.977092
iff.POMDP_68_73_1,5,942.185346,1,1000,2,19.977092
iff.POMDP_68_73_1,5,943.061097,1,2000,2,19.977092
iff.POMDP_68_73_1,6,3600.005498,1,50,2,-1.000000
iff.POMDP_68_73_1,6,3600.005805,1,500,2,-1.000000
iff.POMDP_68_73_1,6,3600.005634,1,1000,2,-1.000000
iff.POMDP_68_73_1,6,3600.003240,1,2000,2,-1.000000
