benchmark,horizon,time,final_set_size,size_to_convexify,n_initial_states,val
iff.POMDP_66_73_2,1,0.002487,1,50,2,9.800000
iff.POMDP_66_73_2,1,0.001558,1,500,2,9.800000
iff.POMDP_66_73_2,1,0.001547,1,1000,2,9.800000
iff.POMDP_66_73_2,1,0.001752,1,2000,2,9.800000
iff.POMDP_66_73_2,2,0.066342,1,50,2,16.022000
iff.POMDP_66_73_2,2,0.066240,1,500,2,16.022000
iff.POMDP_66_73_2,2,0.066293,1,1000,2,16.022000
iff.POMDP_66_73_2,2,0.066277,1,2000,2,16.022000
iff.POMDP_66_73_2,3,2.066703,1,50,2,18.936222
iff.POMDP_66_73_2,3,2.059609,1,500,2,18.936222
iff.POMDP_66_73_2,3,2.058228,1,1000,2,18.936222
iff.POMDP_66_73_2,3,2.056910,1,2000,2,18.936222
iff.POMDP_66_73_2,4,50.438464,1,50,2,19.827149
iff.POMDP_66_73_2,4,50.436381,1,500,2,19.827149
iff.POMDP_66_73_2,4,50.502058,1,1000,2,19.827149
iff.POMDP_66_73_2,4,50.494333,1,2000,2,19.827149
iff.POMDP_66_73_2,5,1170.069878,1,50,2,19.977092
iff.POMDP_66_73_2,5,1380.122244,1,500,2,19.977092
iff.POMDP_66_73_2,5,1442.409466,1,1000,2,19.977092
iff.POMDP_66_73_2,5,1444.645210,1,2000,2,19.977092
iff.POMDP_66_73_2,6,3600.003877,1,50,2,-1.000000
iff.POMDP_66_73_2,6,3600.010007,1,500,2,-1.000000
iff.POMDP_66_73_2,6,3600.006369,1,1000,2,-1.000000
iff.POMDP_66_73_2,6,3600.005072,1,2000,2,-1.000000
