benchmark,horizon,time,final_set_size,size_to_convexify,n_initial_states,val
iff.POMDP_59_69_4,1,0.003047,1,50,2,9.800000
iff.POMDP_59_69_4,1,0.001855,1,500,2,9.800000
iff.POMDP_59_69_4,1,0.001845,1,1000,2,9.800000
iff.POMDP_59_69_4,1,0.001845,1,2000,2,9.800000
iff.POMDP_59_69_4,2,0.084557,1,50,2,16.022000
iff.POMDP_59_69_4,2,0.084775,1,500,2,16.022000
iff.POMDP_59_69_4,2,0.084686,1,1000,2,16.022000
iff.POMDP_59_69_4,2,0.084546,1,2000,2,16.022000
iff.POMDP_59_69_4,3,3.061657,1,50,2,18.936222
iff.POMDP_59_69_4,3,3.163523,1,500,2,18.936222
iff.POMDP_59_69_4,3,3.185958,1,1000,2,18.936222
iff.POMDP_59_69_4,3,3.185781,1,2000,2,18.936222
iff.POMDP_59_69_4,4,97.386609,1,50,2,19.827149
iff.POMDP_59_69_4,4,97.124393,1,500,2,19.827149
iff.POMDP_59_69_4,4,97.126927,1,1000,2,19.827149
iff.POMDP_59_69_4,4,97.089329,1,2000,2,19.827149
iff.POMDP_59_69_4,5,2545.669274,1,50,2,19.977092
iff.POMDP_59_69_4,5,2484.402263,1,500,2,19.977092
iff.POMDP_59_69_4,5,2297.746560,1,1000,2,19.977092
iff.POMDP_59_69_4,5,2290.287640,1,2000,2,19.977092
iff.POMDP_59_69_4,6,3600.007347,1,50,2,-1.000000
iff.POMDP_59_69_4,6,3600.002616,1,500,2,-1.000000
iff.POMDP_59_69_4,6,3600.012185,1,1000,2,-1.000000
iff.POMDP_59_69_4,6,3600.004211,1,2000,2,-1.000000
