benchmark,horizon,time,set_size,n_initial_states,val
iff_1_2_0_4,1,0.138550,2,3,0.000000
iff_1_2_0_4,2,0.047972,10,3,0.000000
iff_1_2_0_4,3,0.325762,87,3,0.000000
iff_1_2_0_4,4,3.341726,355,3,0.000000
iff_1_2_0_4,5,60.237667,2672,3,0.000000
iff_1_2_0_4,6,412.600917,4077,3,0.000000
