benchmark,horizon,time,set_size,n_initial_states,val
iff_2_3_2_4,1,0.002635,2,3,0.000000
iff_2_3_2_4,2,0.026851,11,3,0.000000
iff_2_3_2_4,3,0.449711,152,3,0.000000
iff_2_3_2_4,4,38.588312,3686,3,0.000000
iff_2_3_2_4,5,3822.349366,25644,3,-1.000000
iff_2_3_2_4,6,4450.764181,37239,3,-1.000000
