benchmark,horizon,time,set_size,n_initial_states,val
iff.POMDP_61_73_5,1,0.002476,1,2,9.800000
iff.POMDP_61_73_5,2,0.055823,1,2,16.022000
iff.POMDP_61_73_5,3,1.564173,1,2,18.936222
iff.POMDP_61_73_5,4,39.138061,1,2,19.827149
iff.POMDP_61_73_5,5,944.415106,1,2,19.977092
iff.POMDP_61_73_5,6,3600.006080,1,2,-1.000000
