benchmark,horizon,time,set_size,n_initial_states,val
iff.POMDP_63_68_1,1,0.002395,1,2,12.800000
iff.POMDP_63_68_1,2,0.036819,1,2,18.387200
iff.POMDP_63_68_1,3,0.893786,1,2,19.842291
iff.POMDP_63_68_1,4,21.051670,1,2,19.987065
iff.POMDP_63_68_1,5,488.359255,1,2,19.999009
iff.POMDP_63_68_1,6,3600.002948,1,2,-1.000000
