benchmark,horizon,time,set_size,n_initial_states,val
iff.POMDP_59_66_2,1,0.002855,1,2,12.800000
iff.POMDP_59_66_2,2,0.071698,1,2,18.387200
iff.POMDP_59_66_2,3,2.134599,1,2,19.842291
iff.POMDP_59_66_2,4,55.600146,1,2,19.987065
iff.POMDP_59_66_2,5,1294.260527,1,2,19.999009
iff.POMDP_59_66_2,6,3600.006869,1,2,-1.000000
