benchmark,horizon,time,set_size,n_initial_states,val
iff.POMDP_66_73_2,1,0.002742,1,2,9.800000
iff.POMDP_66_73_2,2,0.076211,1,2,16.022000
iff.POMDP_66_73_2,3,2.341722,1,2,18.936222
iff.POMDP_66_73_2,4,58.505777,1,2,19.827149
iff.POMDP_66_73_2,5,1391.277708,1,2,19.977092
iff.POMDP_66_73_2,6,3600.008259,1,2,-1.000000
