benchmark,horizon,time,set_size,n_initial_states,val
iff_2_3_0_2,1,0.003104,2,3,0.000000
iff_2_3_0_2,2,0.037965,11,3,0.000000
iff_2_3_0_2,3,0.679326,152,3,0.000000
iff_2_3_0_2,4,75.484720,3689,3,0.000000
iff_2_3_0_2,5,3682.205978,14073,3,-1.000000
iff_2_3_0_2,6,6181.100468,72152,3,-1.000000
