benchmark,horizon,time,set_size,n_initial_states,val
iff_1_2_4_0,1,0.138796,2,3,0.000000
iff_1_2_4_0,2,0.065585,10,3,0.000000
iff_1_2_4_0,3,0.405319,85,3,0.000000
iff_1_2_4_0,4,4.727346,312,3,0.000000
iff_1_2_4_0,5,44.384817,779,3,0.000000
iff_1_2_4_0,6,244.058839,986,3,0.000000
