benchmark,horizon,time,set_size,n_initial_states,val
iff.POMDP_64_66_1,1,0.002817,1,2,12.800000
iff.POMDP_64_66_1,2,0.089233,1,2,18.387200
iff.POMDP_64_66_1,3,2.969924,1,2,19.842291
iff.POMDP_64_66_1,4,82.594800,1,2,19.987065
iff.POMDP_64_66_1,5,1964.400963,1,2,19.999009
iff.POMDP_64_66_1,6,3600.011532,1,2,-1.000000
