benchmark,horizon,time,final_set_size,size_to_convexify,n_initial_states,val
iff.POMDP_64_73_5,1,0.002679,1,50,2,9.800000
iff.POMDP_64_73_5,1,0.001510,1,500,2,9.800000
iff.POMDP_64_73_5,1,0.001505,1,1000,2,9.800000
iff.POMDP_64_73_5,1,0.001582,1,2000,2,9.800000
iff.POMDP_64_73_5,2,0.063701,1,50,2,16.022000
iff.POMDP_64_73_5,2,0.063570,1,500,2,16.022000
iff.POMDP_64_73_5,2,0.063601,1,1000,2,16.022000
iff.POMDP_64_73_5,2,0.063602,1,2000,2,16.022000
iff.POMDP_64_73_5,3,2.104865,1,50,2,18.936222
iff.POMDP_64_73_5,3,2.104416,1,500,2,18.936222
iff.POMDP_64_73_5,3,2.105901,1,1000,2,18.936222
iff.POMDP_64_73_5,3,2.113780,1,2000,2,18.936222
iff.POMDP_64_73_5,4,59.438374,1,50,2,19.827149
iff.POMDP_64_73_5,4,59.170422,1,500,2,19.827149
iff.POMDP_64_73_5,4,59.457677,1,1000,2,19.827149
iff.POMDP_64_73_5,4,59.386451,1,2000,2,19.827149
iff.POMDP_64_73_5,5,1511.523771,1,50,2,19.977092
iff.POMDP_64_73_5,5,1839.127298,1,500,2,19.977092
iff.POMDP_64_73_5,5,1838.543085,1,1000,2,19.977092
iff.POMDP_64_73_5,5,1843.938990,1,2000,2,19.977092
iff.POMDP_64_73_5,6,3600.006279,1,50,2,-1.000000
iff.POMDP_64_73_5,6,3600.011242,1,500,2,-1.000000
iff.POMDP_64_73_5,6,3600.004361,1,1000,2,-1.000000
iff.POMDP_64_73_5,6,3600.012621,1,2000,2,-1.000000
