benchmark,horizon,time,set_size,n_initial_states,val
iff.POMDP_61_66_1,1,0.002558,1,2,12.800000
iff.POMDP_61_66_1,2,0.075291,1,2,18.387200
iff.POMDP_61_66_1,3,2.215059,1,2,19.842291
iff.POMDP_61_66_1,4,52.658426,1,2,19.987065
iff.POMDP_61_66_1,5,1157.719043,1,2,19.999009
iff.POMDP_61_66_1,6,3600.014025,1,2,-1.000000
