benchmark,horizon,time,final_set_size,size_to_convexify,n_initial_states,val
iff.POMDP_66_71_1,1,0.002819,1,50,2,9.800000
iff.POMDP_66_71_1,1,0.001727,1,500,2,9.800000
iff.POMDP_66_71_1,1,0.001716,1,1000,2,9.800000
iff.POMDP_66_71_1,1,0.001726,1,2000,2,9.800000
iff.POMDP_66_71_1,2,0.090104,1,50,2,16.022000
iff.POMDP_66_71_1,2,0.089805,1,500,2,16.022000
iff.POMDP_66_71_1,2,0.089951,1,1000,2,16.022000
iff.POMDP_66_71_1,2,0.090323,1,2000,2,16.022000
iff.POMDP_66_71_1,3,3.130715,1,50,2,18.936222
iff.POMDP_66_71_1,3,3.131240,1,500,2,18.936222
iff.POMDP_66_71_1,3,3.129842,1,1000,2,18.936222
iff.POMDP_66_71_1,3,3.130532,1,2000,2,18.936222
iff.POMDP_66_71_1,4,79.160799,1,50,2,19.827149
iff.POMDP_66_71_1,4,79.416490,1,500,2,19.827149
iff.POMDP_66_71_1,4,79.323570,1,1000,2,19.827149
iff.POMDP_66_71_1,4,79.223530,1,2000,2,19.827149
iff.POMDP_66_71_1,5,1998.302563,1,50,2,19.977092
iff.POMDP_66_71_1,5,2307.636223,1,500,2,19.977092
iff.POMDP_66_71_1,5,2312.434826,1,1000,2,19.977092
iff.POMDP_66_71_1,5,2309.585608,1,2000,2,19.977092
iff.POMDP_66_71_1,6,3600.016877,1,50,2,-1.000000
iff.POMDP_66_71_1,6,3600.009307,1,500,2,-1.000000
iff.POMDP_66_71_1,6,3600.011806,1,1000,2,-1.000000
iff.POMDP_66_71_1,6,3600.006902,1,2000,2,-1.000000
