benchmark,horizon,time,set_size,n_initial_states,val
iff_1_3_2_0,1,0.002936,2,3,0.000000
iff_1_3_2_0,2,0.036827,12,3,0.000000
iff_1_3_2_0,3,0.613721,182,3,0.000000
iff_1_3_2_0,4,133.959688,4677,3,0.000000
iff_1_3_2_0,5,3724.285494,16632,3,-1.000000
iff_1_3_2_0,6,7014.905306,59526,3,-1.000000
