benchmark,horizon,time,set_size,n_initial_states,val
iff.POMDP_61_63_1,1,0.002539,1,2,16.200000
iff.POMDP_61_63_1,2,0.042584,1,2,19.855600
iff.POMDP_61_63_1,3,1.001997,1,2,19.994513
iff.POMDP_61_63_1,4,21.171949,1,2,19.999791
iff.POMDP_61_63_1,5,431.496240,1,2,19.999992
iff.POMDP_61_63_1,6,3600.006744,1,2,-1.000000
