benchmark,horizon,time,final_set_size,size_to_convexify,n_initial_states,val
iff.POMDP_61_68_2,1,0.003064,1,50,2,12.800000
iff.POMDP_61_68_2,1,0.001670,1,500,2,12.800000
iff.POMDP_61_68_2,1,0.001683,1,1000,2,12.800000
iff.POMDP_61_68_2,1,0.001649,1,2000,2,12.800000
iff.POMDP_61_68_2,2,0.057751,1,50,2,18.387200
iff.POMDP_61_68_2,2,0.057855,1,500,2,18.387200
iff.POMDP_61_68_2,2,0.058046,1,1000,2,18.387200
iff.POMDP_61_68_2,2,0.057765,1,2000,2,18.387200
iff.POMDP_61_68_2,3,1.481880,1,50,2,19.842291
iff.POMDP_61_68_2,3,1.476549,1,500,2,19.842291
iff.POMDP_61_68_2,3,1.475648,1,1000,2,19.842291
iff.POMDP_61_68_2,3,1.482323,1,2000,2,19.842291
iff.POMDP_61_68_2,4,31.988619,1,50,2,19.987065
iff.POMDP_61_68_2,4,31.950594,1,500,2,19.987065
iff.POMDP_61_68_2,4,31.850615,1,1000,2,19.987065
iff.POMDP_61_68_2,4,31.947002,1,2000,2,19.987065
iff.POMDP_61_68_2,5,665.357612,1,50,2,19.999009
iff.POMDP_61_68_2,5,661.331007,1,500,2,19.999009
iff.POMDP_61_68_2,5,647.978479,1,1000,2,19.999009
iff.POMDP_61_68_2,5,659.764037,1,2000,2,19.999009
iff.POMDP_61_68_2,6,3600.002099,1,50,2,-1.000000
iff.POMDP_61_68_2,6,3600.006079,1,500,2,-1.000000
iff.POMDP_61_68_2,6,3600.005168,1,1000,2,-1.000000
iff.POMDP_61_68_2,6,3600.003832,1,2000,2,-1.000000
