benchmark,horizon,time,set_size,n_initial_states,val
iff_1_3_4_0,1,0.003359,2,3,0.000000
iff_1_3_4_0,2,0.029671,12,3,0.000000
iff_1_3_4_0,3,0.555637,182,3,0.000000
iff_1_3_4_0,4,185.328070,4367,3,0.000000
iff_1_3_4_0,5,3717.511098,14295,3,-1.000000
iff_1_3_4_0,6,6779.817638,63543,3,-1.000000
