hardware,embedding_index,method,horizon,algorithm_index,baseline_index,algorithm_prob,baseline_prob,diff
johannesburg,0,bellman,3,1,492,0.981570,0.981570,0.000000
johannesburg,0,bellman,4,2,494,0.998130,0.998130,0.000000
johannesburg,0,bellman,5,3,496,0.999030,0.998130,0.000900
johannesburg,0,bellman,6,4,498,0.999740,0.998980,0.000760
johannesburg,0,bellman,7,5,500,0.999930,0.998980,0.000950
johannesburg,0,bellman,8,6,501,0.999980,0.999030,0.000950
johannesburg,1,bellman,2,0,490,0.826740,0.826740,-0.000000
johannesburg,1,bellman,3,1,492,0.826740,0.826740,-0.000000
johannesburg,1,bellman,4,2,494,0.920110,0.920110,-0.000000
johannesburg,1,bellman,5,3,496,0.920510,0.920110,0.000400
johannesburg,1,bellman,6,7,498,0.960130,0.960130,0.000000
johannesburg,1,bellman,7,5,500,0.960670,0.960130,0.000540
johannesburg,1,bellman,8,9,501,0.979190,0.979190,0.000000
kawasaki,0,bellman,2,0,490,0.996420,0.996420,-0.000000
kawasaki,0,bellman,3,1,492,0.996420,0.996420,-0.000000
kawasaki,0,bellman,4,2,494,0.999810,0.999810,0.000000
kawasaki,0,bellman,5,3,496,0.999960,0.999810,0.000150
kawasaki,0,bellman,6,4,498,0.999990,0.999840,0.000150
kawasaki,0,bellman,7,5,500,1.000000,0.999840,0.000160
kawasaki,0,bellman,8,6,501,1.000000,0.999840,0.000160
kawasaki,1,bellman,2,0,490,0.672570,0.672570,0.000000
kawasaki,1,bellman,3,1,492,0.672570,0.672570,0.000000
kawasaki,1,bellman,4,2,494,0.748570,0.748570,0.000000
kawasaki,1,bellman,5,3,496,0.748590,0.748570,0.000020
kawasaki,1,bellman,6,7,498,0.798770,0.798770,-0.000000
kawasaki,1,bellman,7,5,500,0.798810,0.798770,0.000040
kawasaki,1,bellman,8,9,501,0.835630,0.835630,0.000000
kolkata,0,bellman,2,0,490,0.952840,0.952840,0.000000
kolkata,0,bellman,3,19,492,0.952840,0.952840,0.000000
kolkata,0,bellman,4,2,494,0.992830,0.992830,0.000000
kolkata,0,bellman,5,20,496,0.993610,0.992830,0.000780
kolkata,0,bellman,6,7,498,0.998130,0.998130,0.000000
kolkata,0,bellman,7,21,500,0.999010,0.998130,0.000880
kolkata,0,bellman,8,10,501,0.999600,0.998910,0.000690
kolkata,1,bellman,2,0,490,0.995030,0.995030,-0.000000
kolkata,1,bellman,3,1,492,0.995030,0.995030,-0.000000
kolkata,1,bellman,4,2,494,0.999860,0.999860,-0.000000
kolkata,1,bellman,5,3,496,0.999930,0.999860,0.000070
kolkata,1,bellman,6,4,498,0.999990,0.999930,0.000060
kolkata,1,bellman,7,5,500,1.000000,0.999930,0.000070
kolkata,1,bellman,8,6,501,1.000000,0.999930,0.000070
kyiv,0,bellman,2,0,490,0.998170,0.998170,-0.000000
kyiv,0,bellman,3,1,492,0.998170,0.998170,-0.000000
kyiv,0,bellman,4,2,494,0.999870,0.999870,-0.000000
kyiv,0,bellman,5,3,496,0.999990,0.999870,0.000120
kyiv,0,bellman,6,4,498,1.000000,0.999880,0.000120
kyiv,0,bellman,7,5,500,1.000000,0.999880,0.000120
kyiv,0,bellman,8,11,501,1.000000,0.999880,0.000120
kyiv,1,bellman,2,0,490,0.503170,0.503170,-0.000000
kyiv,1,bellman,3,1,492,0.503170,0.503170,-0.000000
kyiv,1,bellman,4,2,494,0.504760,0.504760,-0.000000
