hardware,embedding_index,horizon,is_prob,prob_branch,algorithm_index,baseline_index,algorithm_prob,baseline_prob,diff
brisbane,1,6,1,0.28831532948643535,124,522,0.99997,0.99977,0.0002
brisbane,1,7,1,0.08769600033457398,125,524,1.0,0.99977,0.00023
brooklyn,0,1,1,0.500111524870046,35,513,0.5,0.49986,0.00014
brooklyn,0,2,1,0.9997769502599078,36,514,0.98723,0.98722,1e-05
brooklyn,0,3,1,0.5056844442254338,76,516,0.98736,0.97488,0.01248
brooklyn,0,4,1,0.9888744500791222,77,518,0.99926,0.99926,0.0
brooklyn,0,5,1,0.6590045207522712,78,520,0.99953,0.9988,0.00073
brooklyn,0,6,1,0.7289946238657622,79,522,0.99986,0.9997,0.00016
brooklyn,0,7,1,0.17079485201011554,126,524,0.99998,0.99968,0.0003
brooklyn,1,1,1,0.5024852922554957,54,513,0.5,0.49745,0.00255
brooklyn,1,2,1,0.9948819388325354,127,514,0.90899,0.90855,0.00044
brooklyn,1,3,1,0.5161420932804553,128,516,0.9111,0.82969,0.08141
brooklyn,1,4,1,0.030628542590745045,129,518,0.97427,0.97372,0.00055
brooklyn,1,5,1,0.35543783796841416,130,520,0.97803,0.95497,0.02306
brooklyn,1,6,1,0.774835482594475,131,522,0.99038,0.98922,0.00116
brooklyn,1,7,1,0.7317277121989713,132,524,0.99392,0.98426,0.00966
burlington,0,1,1,0.5002140916312182,75,513,0.5,0.49969,0.00031
burlington,0,2,1,0.0006263921214682702,133,514,0.9749,0.97489,1e-05
burlington,0,3,1,0.5065522873823778,134,516,0.9752,0.951,0.0242
burlington,0,4,1,0.012785690157551198,135,518,0.99763,0.9976,3e-05
burlington,0,5,1,0.6578213375481266,136,520,0.9982,0.99589,0.00231
burlington,0,6,1,0.7258849949704957,137,522,0.99941,0.99923,0.00018
burlington,0,7,1,0.7755483189298406,138,524,0.99985,0.9991,0.00075
burlington,1,1,1,0.4994072982411174,139,513,0.5,0.49941,0.00059
burlington,1,2,1,0.001185403517764905,140,514,0.95043,0.95037,6e-05
burlington,1,3,1,0.49357821606814495,141,516,0.95097,0.90428,0.04669
burlington,1,4,1,0.01255126494174208,142,518,0.99207,0.992,7e-05
burlington,1,5,1,0.34199541533695577,143,520,0.99307,0.98561,0.00746
burlington,1,6,1,0.1599966376530999,144,522,0.99796,0.99776,0.0002
burlington,1,7,1,0.7383167178933716,145,524,0.9989,0.99678,0.00212
cairo,0,1,1,0.500111524870046,35,513,0.5,0.49987,0.00013
cairo,0,2,1,0.9997769502599078,36,514,0.99464,0.99463,1e-05
cairo,0,3,1,0.5131588408747104,146,516,0.99477,0.98956,0.00521
cairo,0,4,1,0.9749852683300472,147,518,0.99966,0.99966,0.0
cairo,0,5,1,0.6486646064194062,148,520,0.99992,0.99958,0.00034
cairo,0,6,1,0.2991906778719769,149,522,0.99998,0.99973,0.00025
cairo,0,7,1,0.8742007566889016,150,524,1.0,0.99973,0.00027
cairo,1,1,1,0.496440336740418,151,513,0.5,0.49647,0.00353
cairo,1,2,1,0.0071193265191641575,152,514,0.84584,0.84479,0.00105
cairo,1,3,1,0.5140211170892226,153,516,0.84832,0.71874,0.12958
cairo,1,4,1,0.02692356006264419,154,518,0.93437,0.93322,0.00115
cairo,1,5,1,0.6475834588698948,155,520,0.93859,0.88522,0.05337
cairo,1,6,1,0.8649540293279749,156,522,0.96836,0.96689,0.00147
cairo,1,7,1,0.7120421092455951,157,524,0.97288,0.94658,0.0263
cambridge,0,1,1,0.49953156154160283,42,513,0.5,0.49955,0.00045
cambridge,0,2,1,0.9990631230832059,43,514,0.98213,0.98211,2e-05
cambridge,0,3,1,0.5135212755966154,158,516,0.98256,0.96542,0.01714
cambridge,0,4,1,0.025700221833830045,159,518,0.99828,0.99824,4e-05
cambridge,0,5,1,0.3518325139873931,160,520,0.99911,0.9974,0.00171
cambridge,0,6,1,0.3000810611233006,161,522,0.9997,0.99905,0.00065
cambridge,0,7,1,0.9018854419793364,162,524,0.99994,0.999,0.00094
cambridge,1,1,1,0.4986569018400294,163,513,0.5,0.49866,0.00134
cambridge,1,2,1,0.002686196319941049,164,514,0.60941,0.60837,0.00104
cambridge,1,3,1,0.4971771791509658,165,516,0.60971,0.3711,0.23861
cambridge,1,4,1,0.005612510855395172,166,518,0.66161,0.66056,0.00105
cambridge,1,5,1,0.6628917967295653,167,520,0.66206,0.49123,0.17083
cambridge,1,6,1,0.9921711942841281,168,522,0.69887,0.69782,0.00105
cambridge,1,7,1,0.7111937436261183,169,524,0.69939,0.56354,0.13585
casablanca,0,1,1,0.49953156154160283,42,513,0.5,0.49955,0.00045
casablanca,0,2,1,0.9990631230832059,43,514,0.98473,0.98471,2e-05
casablanca,0,3,1,0.48416772480663445,170,516,0.98516,0.97054,0.01462
casablanca,0,4,1,0.9701693269667298,171,518,0.99852,0.99849,3e-05
casablanca,0,5,1,0.3550919059984154,172,520,0.99936,0.99788,0.00148
casablanca,0,6,1,0.6912308785243411,173,522,0.99979,0.99907,0.00072
casablanca,0,7,1,0.976399728171297,174,524,0.99996,0.99904,0.00092
casablanca,1,1,1,0.5002140916312182,75,513,0.5,0.49977,0.00023
casablanca,1,2,1,0.0003781429380310483,61,514,0.96697,0.96695,2e-05
casablanca,1,3,1,0.5036719642262516,175,516,0.96718,0.93543,0.03175
casablanca,1,4,1,0.007244282932000972,176,518,0.99644,0.99642,2e-05
casablanca,1,5,1,0.3382629576850629,177,520,0.99685,0.99344,0.00341
casablanca,1,6,1,0.13611995234386634,178,522,0.99928,0.99921,7e-05
casablanca,1,7,1,0.7386592195024708,179,524,0.99966,0.99889,0.00077
cusco,0,1,1,0.500111524870046,35,513,0.5,0.4999,0.0001
cusco,0,2,1,0.9997769502599078,36,514,0.99248,0.99248,-0.0
cusco,0,3,1,0.5066722166904781,180,516,0.99258,0.98521,0.00737
cusco,0,4,1,0.9869974769236426,181,518,0.99965,0.99965,0.0
cusco,0,5,1,0.6576534107220965,182,520,0.99984,0.99949,0.00035
cusco,0,6,1,0.2748873047681905,183,522,0.99995,0.9998,0.00015
cusco,0,7,1,0.04580147557782364,184,524,1.0,0.9998,0.0002
cusco,1,1,1,0.500111524870046,35,513,0.5,0.49988,0.00012
cusco,1,2,1,0.00023605570914730925,185,514,0.50195,0.49793,0.00402
cusco,1,3,1,0.9995285492749328,186,516,0.50195,0.24799,0.25396
cusco,1,4,1,0.9995281041203206,187,518,0.50293,0.49695,0.00598
cusco,1,5,1,0.33364815336315057,188,520,0.50293,0.3095,0.19343
cusco,1,6,1,0.9993709937431111,189,522,0.50366,0.49622,0.00744
cusco,1,7,1,0.6672965942579572,190,524,0.50366,0.34002,0.16364
essex,0,1,1,0.49918366938109116,97,513,0.5,0.49921,0.00079
essex,0,2,1,0.0016326612378177124,98,514,0.96782,0.96777,5e-05
essex,0,3,1,0.5132781104632302,191,516,0.96856,0.93806,0.0305
essex,0,4,1,0.9747052926640752,192,518,0.99574,0.99566,8e-05
essex,0,5,1,0.3514789568148841,193,520,0.99714,0.993,0.00414
essex,0,6,1,0.29866657641477123,194,522,0.99896,0.99815,0.00081
essex,0,7,1,0.1954894018588072,195,524,0.99969,0.99788,0.00181
essex,1,1,1,0.49907127814968955,196,513,0.5,0.49907,0.00093
essex,1,2,1,0.0018574437006207984,197,514,0.94255,0.94245,0.0001
essex,1,3,1,0.4911863160568463,198,516,0.94338,0.88986,0.05352
essex,1,4,1,0.017089371014647803,199,518,0.9893,0.98917,0.00013
essex,1,5,1,0.34526988984155915,200,520,0.99083,0.98086,0.00997
essex,1,6,1,0.18783846738318538,201,522,0.99692,0.99655,0.00037
essex,1,7,1,0.7402029419651722,202,524,0.99833,0.99509,0.00324
fez,0,1,1,0.500111524870046,35,513,0.5,0.49989,0.00011
fez,0,2,1,0.9997769502599078,36,514,0.99832,0.99832,-0.0
fez,0,3,1,0.46376176533263397,203,516,0.99843,0.99686,0.00157
fez,0,4,1,0.06332597883270716,204,518,0.9998,0.99978,2e-05
fez,0,5,1,0.6148581137870481,205,520,0.99999,0.99978,0.00021
fez,0,6,1,0.6139432707749516,206,522,1.0,0.99979,0.00021
fez,0,7,1,0.7995366277425133,207,524,1.0,0.99979,0.00021
fez,1,1,1,0.500111524870046,35,513,0.5,0.49985,0.00015
fez,1,2,1,0.9997769502599078,36,514,0.89381,0.89378,3e-05
fez,1,3,1,0.5007866791704598,208,516,0.89393,0.79907,0.09486
fez,1,4,1,0.9984306431721,209,518,0.96844,0.96841,3e-05
fez,1,5,1,0.9999975213826161,210,520,0.96865,0.9415,0.02715
fez,1,6,1,0.010985523589589775,211,522,0.98965,0.98962,3e-05
fez,1,7,1,0.28514735173721334,212,524,0.98989,0.98112,0.00877
geneva,0,1,1,0.500111524870046,35,513,0.5,0.49981,0.00019
geneva,0,2,1,0.0003781429380310483,61,514,0.85833,0.85828,5e-05
geneva,0,3,1,0.5007866791704598,208,516,0.85847,0.73692,0.12155
geneva,0,4,1,0.9984306431721,209,518,0.94537,0.94532,5e-05
geneva,0,5,1,0.49846973399088684,213,520,0.94561,0.90112,0.04449
geneva,0,6,1,0.9916512259788341,214,522,0.97708,0.97702,6e-05
geneva,0,7,1,0.2856680892667758,215,524,0.97734,0.95914,0.0182
geneva,1,1,1,0.5003482423766942,216,513,0.5,0.49965,0.00035
geneva,1,2,1,0.0006263921214682702,133,514,0.98552,0.98551,1e-05
geneva,1,3,1,0.48720596489915513,217,516,0.98586,0.97191,0.01395
geneva,1,4,1,0.024375428657508767,218,518,0.99876,0.99874,2e-05
geneva,1,5,1,0.350816369690684,219,520,0.99942,0.99818,0.00124
geneva,1,6,1,0.7024977283312331,220,522,0.99981,0.99928,0.00053
geneva,1,7,1,0.060266946357246165,221,524,0.99997,0.99925,0.00072
guadalupe,0,1,1,0.500111524870046,35,513,0.5,0.4998,0.0002
guadalupe,0,2,1,0.0003781429380310483,61,514,0.93915,0.93912,3e-05
guadalupe,0,3,1,0.5017688398919395,222,516,0.93932,0.88231,0.05701
guadalupe,0,4,1,0.0035156419287478173,223,518,0.98909,0.98906,3e-05
guadalupe,0,5,1,0.6643008214774991,224,520,0.98942,0.97938,0.01004
guadalupe,0,6,1,0.04011298506310174,225,522,0.99762,0.99758,4e-05
guadalupe,0,7,1,0.28093081905753675,226,524,0.99796,0.99574,0.00222
guadalupe,1,1,1,0.500111524870046,35,513,0.5,0.49988,0.00012
guadalupe,1,2,1,0.9997769502599078,36,514,0.98916,0.98915,1e-05
guadalupe,1,3,1,0.5059608862343896,227,516,0.98928,0.97867,0.01061
guadalupe,1,4,1,0.011649892131976633,228,518,0.99942,0.99942,0.0
guadalupe,1,5,1,0.6586260765652229,229,520,0.99966,0.99909,0.00057
guadalupe,1,6,1,0.2721757182172133,230,522,0.9999,0.99974,0.00016
guadalupe,1,7,1,0.8591447479627136,231,524,0.99999,0.99973,0.00026
hanoi,0,1,1,0.500111524870046,35,513,0.5,0.49991,9e-05
hanoi,0,2,1,0.9997769502599078,36,514,0.99432,0.99432,0.0
hanoi,0,3,1,0.5084571612657247,232,516,0.99441,0.98885,0.00556
hanoi,0,4,1,0.9836331864455761,233,518,0.99973,0.99972,1e-05
hanoi,0,5,1,0.34479815650759915,234,520,0.99991,0.99963,0.00028
hanoi,0,6,1,0.7184055261790444,235,522,0.99997,0.99981,0.00016
hanoi,0,7,1,0.06454690925957127,236,524,1.0,0.99981,0.00019
hanoi,1,1,1,0.500111524870046,35,513,0.5,0.4999,0.0001
hanoi,1,2,1,0.9997769502599078,36,514,0.91554,0.91552,2e-05
hanoi,1,3,1,0.4993715869271183,237,516,0.91562,0.83834,0.07728
hanoi,1,4,1,0.0012541608474752257,238,518,0.97971,0.97969,2e-05
hanoi,1,5,1,0.9999975213826161,210,520,0.97985,0.96182,0.01803
hanoi,1,6,1,0.010764567039656708,239,522,0.99457,0.99455,2e-05
hanoi,1,7,1,0.28483074787273543,240,524,0.99473,0.98995,0.00478
jakarta,0,1,1,0.500111524870046,35,513,0.5,0.49986,0.00014
jakarta,0,2,1,0.9997769502599078,36,514,0.98372,0.98372,0.0
jakarta,0,3,1,0.504475739911656,44,516,0.98386,0.96798,0.01588
jakarta,0,4,1,0.9910716584849103,241,518,0.99896,0.99895,1e-05
jakarta,0,5,1,0.3393487701523248,46,520,0.99923,0.99821,0.00102
jakarta,0,6,1,0.2668267139602687,242,522,0.99977,0.99967,0.0001
jakarta,0,7,1,0.21517691480454298,243,524,0.99996,0.99964,0.00032
jakarta,1,1,1,0.500111524870046,35,513,0.5,0.49986,0.00014
jakarta,1,2,1,0.9997769502599078,36,514,0.94426,0.94424,2e-05
jakarta,1,3,1,0.49868811065580093,244,516,0.94438,0.89183,0.05255
jakarta,1,4,1,0.9973884852832027,245,518,0.99084,0.99083,1e-05
jakarta,1,5,1,0.335086626313812,246,520,0.99108,0.98259,0.00849
jakarta,1,6,1,0.032456367843840074,247,522,0.99818,0.99816,2e-05
jakarta,1,7,1,0.2816010800007306,248,524,0.99842,0.99672,0.0017
johannesburg,0,1,1,0.49907127814968955,196,513,0.5,0.49903,0.00097
johannesburg,0,2,1,0.0018574437006207984,197,514,0.98063,0.9806,3e-05
johannesburg,0,3,1,0.4718102292385032,249,516,0.98157,0.96344,0.01813
johannesburg,0,4,1,0.050853271080635955,250,518,0.99728,0.99716,0.00012
johannesburg,0,5,1,0.3729619660798154,251,520,0.99903,0.99627,0.00276
johannesburg,0,6,1,0.645509338353774,252,522,0.99963,0.99801,0.00162
johannesburg,0,7,1,0.033525043165674596,253,524,0.99993,0.99796,0.00197
johannesburg,1,1,1,0.49918366938109116,97,513,0.5,0.49915,0.00085
johannesburg,1,2,1,0.0016326612378177124,98,514,0.82619,0.82589,0.0003
johannesburg,1,3,1,0.49702030030128047,254,516,0.82674,0.68326,0.14348
johannesburg,1,4,1,0.005909180013419053,255,518,0.91956,0.91926,0.0003
johannesburg,1,5,1,3.566625475353831e-05,256,520,0.92051,0.85812,0.06239
johannesburg,1,6,1,0.9726270594007865,257,522,0.95959,0.95928,0.00031
johannesburg,1,7,1,0.2866358121089886,258,524,0.96067,0.93016,0.03051
kawasaki,0,1,1,0.500111524870046,35,513,0.5,0.49984,0.00016
kawasaki,0,2,1,0.9997769502599078,36,514,0.99627,0.99627,0.0
kawasaki,0,3,1,0.4766535872620524,259,516,0.99642,0.99286,0.00356
kawasaki,0,4,1,0.04273082530567896,260,518,0.99966,0.99965,1e-05
kawasaki,0,5,1,0.365905002535554,261,520,0.99996,0.99961,0.00035
kawasaki,0,6,1,0.6625509302292893,262,522,0.99999,0.99968,0.00031
kawasaki,0,7,1,0.1815870761559846,263,524,1.0,0.99968,0.00032
kawasaki,1,1,1,0.500111524870046,35,513,0.5,0.49988,0.00012
kawasaki,1,2,1,0.9997769502599078,36,514,0.67252,0.67245,7e-05
kawasaki,1,3,1,0.4997274634705271,264,516,0.67257,0.45229,0.22028
kawasaki,1,4,1,0.9994552591700331,265,518,0.74852,0.74845,7e-05
kawasaki,1,5,1,0.9994547607252526,266,520,0.74859,0.60301,0.14558
kawasaki,1,6,1,0.9991758714608562,267,522,0.79873,0.79865,8e-05
kawasaki,1,7,1,0.2859839359967891,268,524,0.79881,0.6919,0.10691
kolkata,0,1,1,0.49907127814968955,196,513,0.5,0.49905,0.00095
kolkata,0,2,1,0.0018574437006207984,197,514,0.95198,0.95189,9e-05
kolkata,0,3,1,0.4892225509201134,269,516,0.95284,0.90782,0.04502
kolkata,0,4,1,0.979258329803268,270,518,0.992,0.99188,0.00012
kolkata,0,5,1,0.34805567192168635,271,520,0.99361,0.98604,0.00757
kolkata,0,6,1,0.2539215434036873,272,522,0.99764,0.99718,0.00046
kolkata,0,7,1,0.755528407274028,273,524,0.99901,0.99632,0.00269
kolkata,1,1,1,0.500111524870046,35,513,0.5,0.49993,7e-05
kolkata,1,2,1,0.9997769502599078,36,514,0.99497,0.99496,1e-05
kolkata,1,3,1,0.5069738913797974,274,516,0.99503,0.99009,0.00494
kolkata,1,4,1,0.9864270977034755,275,518,0.99979,0.99979,-0.0
kolkata,1,5,1,0.6572397332994767,276,520,0.99993,0.99972,0.00021
kolkata,1,6,1,0.7239371401068432,277,522,0.99998,0.99986,0.00012
kolkata,1,7,1,0.9456334969777581,278,524,1.0,0.99986,0.00014
kyiv,0,1,1,0.500111524870046,35,513,0.5,0.49988,0.00012
kyiv,0,2,1,0.9997769502599078,36,514,0.99805,0.99805,-0.0
kyiv,0,3,1,0.5353234008988139,279,516,0.99817,0.99634,0.00183
kyiv,0,4,1,0.938071360464705,280,518,0.99977,0.99975,2e-05
kyiv,0,5,1,0.3837463624705506,281,520,0.99999,0.99974,0.00025
kyiv,0,6,1,0.3825894211208423,282,522,1.0,0.99976,0.00024
kyiv,0,7,1,0.19883416477043186,283,524,1.0,0.99976,0.00024
kyiv,1,1,1,0.500111524870046,35,513,0.5,0.49995,5e-05
kyiv,1,2,1,0.9999079915352214,284,514,0.50317,0.50313,4e-05
kyiv,1,3,1,0.9998160772015906,285,516,0.50317,0.25316,0.25001
kyiv,1,4,1,0.0001839904882272929,286,518,0.50476,0.50471,5e-05
kyiv,1,5,1,0.6665439724821265,287,520,0.50476,0.31725,0.18751
kyiv,1,6,1,0.9997546995536338,288,522,0.50595,0.5059,5e-05
kyiv,1,7,1,0.3330879096985074,289,524,0.50595,0.34969,0.15626
kyoto,0,1,1,0.500111524870046,35,513,0.5,0.49993,7e-05
kyoto,0,2,1,0.9997769502599078,36,514,0.99557,0.99557,0.0
kyoto,0,3,1,0.4922914213501513,290,516,0.99563,0.99129,0.00434
kyoto,0,4,1,0.01495988965522227,291,518,0.99982,0.99981,1e-05
kyoto,0,5,1,0.6562314802692527,292,520,0.99994,0.99976,0.00018
kyoto,0,6,1,0.2788236561844355,293,522,0.99998,0.99987,0.00011
kyoto,0,7,1,0.08959265358689195,294,524,1.0,0.99987,0.00013
kyoto,1,1,1,0.5003482423766942,216,513,0.5,0.49966,0.00034
kyoto,1,2,1,0.0006263921214682702,133,514,0.57939,0.5791,0.00029
kyoto,1,3,1,0.0013945197203927176,295,516,0.57945,0.33559,0.24386
kyoto,1,4,1,0.998601673562623,296,518,0.61811,0.61782,0.00029
kyoto,1,5,1,0.6657324418259386,297,520,0.61819,0.43981,0.17838
kyoto,1,6,1,0.9980891722129231,298,522,0.64642,0.64613,0.00029
kyoto,1,7,1,0.7135045124232571,299,524,0.64651,0.50153,0.14498
lagos,0,1,1,0.500111524870046,35,513,0.5,0.49986,0.00014
lagos,0,2,1,0.9997769502599078,36,514,0.53618,0.53605,0.00013
lagos,0,3,1,0.9994258107490557,300,516,0.53619,0.28743,0.24876
lagos,0,4,1,0.9994552591700331,265,518,0.55418,0.55405,0.00013
lagos,0,5,1,0.3337168965477489,301,520,0.55419,0.36856,0.18563
lagos,0,6,1,0.9991758714608562,267,522,0.56761,0.56748,0.00013
lagos,0,7,1,0.2859839359967891,268,524,0.56763,0.41371,0.15392
lagos,1,1,1,0.500111524870046,35,513,0.5,0.49985,0.00015
lagos,1,2,1,0.9997769502599078,36,514,0.98301,0.98301,0.0
lagos,1,3,1,0.504475739911656,44,516,0.98316,0.96659,0.01657
lagos,1,4,1,0.008810388478327989,45,518,0.99889,0.99888,1e-05
lagos,1,5,1,0.3393487701523248,46,520,0.99916,0.99807,0.00109
lagos,1,6,1,0.733368444314373,302,522,0.99974,0.99966,8e-05
