hardware,embedding_index,horizon,method,time,result,threshold
belem,1,9,bellman,0.069030,1,0.998990
boeblingen,0,2,bellman,0.001620,1,0.985560
boeblingen,0,3,bellman,0.001820,1,0.985560
boeblingen,0,4,bellman,0.003890,1,0.998230
boeblingen,0,5,bellman,0.005500,1,0.998470
boeblingen,0,6,bellman,0.012580,1,0.998880
boeblingen,0,7,bellman,0.019150,1,0.998970
boeblingen,0,8,bellman,0.046220,1,0.998990
boeblingen,0,9,bellman,0.078410,1,0.999000
boeblingen,1,2,bellman,0.001560,1,0.805800
boeblingen,1,3,bellman,0.001890,1,0.805800
boeblingen,1,4,bellman,0.003960,1,0.901250
boeblingen,1,5,bellman,0.005740,1,0.901600
boeblingen,1,6,bellman,0.013880,1,0.945800
boeblingen,1,7,bellman,0.019980,1,0.946280
boeblingen,1,8,bellman,0.053900,1,0.968900
boeblingen,1,9,bellman,0.075710,1,0.969450
bogota,0,2,bellman,0.001280,1,0.971800
bogota,0,3,bellman,0.001430,1,0.971800
bogota,0,4,bellman,0.003130,1,0.996740
bogota,0,5,bellman,0.004430,1,0.996830
bogota,0,6,bellman,0.011000,1,0.998710
bogota,0,7,bellman,0.015840,1,0.998810
bogota,0,8,bellman,0.042440,1,0.998960
bogota,0,9,bellman,0.066390,1,0.998980
bogota,1,2,bellman,0.001260,1,0.941950
bogota,1,3,bellman,0.001440,1,0.941950
bogota,1,4,bellman,0.003260,1,0.989250
bogota,1,5,bellman,0.004570,1,0.989650
bogota,1,6,bellman,0.011290,1,0.996830
bogota,1,7,bellman,0.016370,1,0.997290
bogota,1,8,bellman,0.043700,1,0.998470
bogota,1,9,bellman,0.068290,1,0.998670
brisbane,0,2,bellman,0.002630,1,0.722790
brisbane,0,3,bellman,0.003570,1,0.722790
brisbane,0,4,bellman,0.007170,1,0.804310
brisbane,0,5,bellman,0.010700,1,0.824360
brisbane,0,6,bellman,0.023530,1,0.861480
brisbane,0,7,bellman,0.035800,1,0.877770
brisbane,0,8,bellman,0.071890,1,0.900620
brisbane,0,9,bellman,0.130080,1,0.912470
brisbane,1,2,bellman,0.002930,1,0.993270
brisbane,1,3,bellman,0.003980,1,0.993270
brisbane,1,4,bellman,0.007950,1,0.998790
brisbane,1,5,bellman,0.011880,1,0.998900
brisbane,1,6,bellman,0.025850,1,0.998980
brisbane,1,7,bellman,0.039430,1,0.999000
brisbane,1,8,bellman,0.091790,1,0.999000
brisbane,1,9,bellman,0.155330,1,0.999000
brooklyn,0,2,bellman,0.001830,1,0.986360
brooklyn,0,3,bellman,0.002100,1,0.986360
brooklyn,0,4,bellman,0.004200,1,0.998400
brooklyn,0,5,bellman,0.005890,1,0.998530
brooklyn,0,6,bellman,0.013150,1,0.998900
brooklyn,0,7,bellman,0.019880,1,0.998980
brooklyn,0,8,bellman,0.048030,1,0.998990
brooklyn,0,9,bellman,0.082120,1,0.999000
brooklyn,1,2,bellman,0.001810,1,0.910100
brooklyn,1,3,bellman,0.002240,1,0.910100
brooklyn,1,4,bellman,0.004600,1,0.975270
brooklyn,1,5,bellman,0.006610,1,0.977030
brooklyn,1,6,bellman,0.015730,1,0.990770
brooklyn,1,7,bellman,0.022490,1,0.992920
brooklyn,1,8,bellman,0.059220,1,0.996120
brooklyn,1,9,bellman,0.091820,1,0.997170
burlington,0,2,bellman,0.001370,1,0.974200
burlington,0,3,bellman,0.001470,1,0.974200
burlington,0,4,bellman,0.003130,1,0.996920
burlington,0,5,bellman,0.004420,1,0.997200
burlington,0,6,bellman,0.010330,1,0.998560
burlington,0,7,bellman,0.015700,1,0.998850
burlington,0,8,bellman,0.038800,1,0.998950
burlington,0,9,bellman,0.065690,1,0.998990
burlington,1,2,bellman,0.001250,1,0.949970
burlington,1,3,bellman,0.001430,1,0.949970
burlington,1,4,bellman,0.003170,1,0.991590
burlington,1,5,bellman,0.004480,1,0.992070
burlington,1,6,bellman,0.011070,1,0.997350
burlington,1,7,bellman,0.015990,1,0.997900
burlington,1,8,bellman,0.042840,1,0.998630
burlington,1,9,bellman,0.066830,1,0.998810
cairo,0,2,bellman,0.001300,1,0.993770
cairo,0,3,bellman,0.001440,1,0.993770
cairo,0,4,bellman,0.003140,1,0.998790
cairo,0,5,bellman,0.004350,1,0.998920
cairo,0,6,bellman,0.010220,1,0.998980
cairo,0,7,bellman,0.015570,1,0.999000
cairo,0,8,bellman,0.038460,1,0.999000
cairo,0,9,bellman,0.065250,1,0.999000
cairo,1,2,bellman,0.001510,1,0.847320
cairo,1,3,bellman,0.001840,1,0.847320
cairo,1,4,bellman,0.003960,1,0.935750
cairo,1,5,bellman,0.005650,1,0.937590
cairo,1,6,bellman,0.013760,1,0.969430
cairo,1,7,bellman,0.019740,1,0.971880
cairo,1,8,bellman,0.054720,1,0.984300
cairo,1,9,bellman,0.083060,1,0.986400
cambridge,0,2,bellman,0.001720,1,0.981560
cambridge,0,3,bellman,0.002070,1,0.981560
cambridge,0,4,bellman,0.004160,1,0.997690
cambridge,0,5,bellman,0.006050,1,0.998110
cambridge,0,6,bellman,0.013640,1,0.998790
cambridge,0,7,bellman,0.020850,1,0.998940
cambridge,0,8,bellman,0.050150,1,0.998980
cambridge,0,9,bellman,0.086920,1,0.999000
cambridge,1,2,bellman,0.001670,1,0.608710
cambridge,1,3,bellman,0.002040,1,0.608710
cambridge,1,4,bellman,0.004250,1,0.660900
cambridge,1,5,bellman,0.006180,1,0.661060
cambridge,1,6,bellman,0.014860,1,0.698160
cambridge,1,7,bellman,0.021340,1,0.698390
cambridge,1,8,bellman,0.057900,1,0.727700
cambridge,1,9,bellman,0.084240,1,0.727980
casablanca,0,2,bellman,0.001370,1,0.984160
casablanca,0,3,bellman,0.001510,1,0.984160
casablanca,0,4,bellman,0.003300,1,0.997940
casablanca,0,5,bellman,0.004830,1,0.998360
casablanca,0,6,bellman,0.011730,1,0.998850
casablanca,0,7,bellman,0.017050,1,0.998960
casablanca,0,8,bellman,0.040260,1,0.998990
casablanca,0,9,bellman,0.066790,1,0.999000
casablanca,1,2,bellman,0.001360,1,0.966180
casablanca,1,3,bellman,0.001540,1,0.966180
casablanca,1,4,bellman,0.003360,1,0.995650
casablanca,1,5,bellman,0.004850,1,0.995850
casablanca,1,6,bellman,0.011770,1,0.998440
casablanca,1,7,bellman,0.017070,1,0.998660
casablanca,1,8,bellman,0.045420,1,0.998910
casablanca,1,9,bellman,0.070710,1,0.998960
cusco,0,2,bellman,0.001510,1,0.991580
cusco,0,3,bellman,0.001640,1,0.991580
cusco,0,4,bellman,0.003350,1,0.998740
cusco,0,5,bellman,0.004790,1,0.998840
cusco,0,6,bellman,0.010940,1,0.998970
cusco,0,7,bellman,0.016650,1,0.999000
cusco,0,8,bellman,0.039770,1,0.999000
cusco,0,9,bellman,0.067340,1,0.999000
cusco,1,2,bellman,0.002870,1,0.500950
cusco,1,3,bellman,0.004010,1,0.500950
cusco,1,4,bellman,0.008070,1,0.501930
cusco,1,5,bellman,0.012070,1,0.501930
cusco,1,6,bellman,0.028230,1,0.502660
cusco,1,7,bellman,0.040050,1,0.502660
cusco,1,8,bellman,0.107930,1,0.503270
cusco,1,9,bellman,0.146220,1,0.503270
essex,0,2,bellman,0.001340,1,0.967560
essex,0,3,bellman,0.001430,1,0.967560
essex,0,4,bellman,0.003160,1,0.995450
essex,0,5,bellman,0.004520,1,0.996140
essex,0,6,bellman,0.010530,1,0.998220
essex,0,7,bellman,0.015930,1,0.998690
essex,0,8,bellman,0.039390,1,0.998880
essex,0,9,bellman,0.066890,1,0.998960
essex,1,2,bellman,0.001270,1,0.942380
essex,1,3,bellman,0.001450,1,0.942380
essex,1,4,bellman,0.003240,1,0.989100
essex,1,5,bellman,0.004530,1,0.989830
essex,1,6,bellman,0.011240,1,0.996480
essex,1,7,bellman,0.016210,1,0.997330
essex,1,8,bellman,0.043500,1,0.998370
essex,1,9,bellman,0.067640,1,0.998670
fez,0,2,bellman,0.001870,1,0.997430
fez,0,3,bellman,0.002020,1,0.997430
fez,0,4,bellman,0.003770,1,0.998890
fez,0,5,bellman,0.005170,1,0.998990
fez,0,6,bellman,0.011350,1,0.999000
fez,0,7,bellman,0.017030,1,0.999000
fez,0,8,bellman,0.035240,1,0.999000
fez,0,9,bellman,0.063920,1,0.999000
fez,1,2,bellman,0.003230,1,0.892930
fez,1,3,bellman,0.004300,1,0.892930
fez,1,4,bellman,0.008280,1,0.967560
fez,1,5,bellman,0.012570,1,0.967650
fez,1,6,bellman,0.028550,1,0.988770
fez,1,7,bellman,0.039890,1,0.988890
fez,1,8,bellman,0.105820,1,0.995470
fez,1,9,bellman,0.156520,1,0.995600
geneva,0,2,bellman,0.001810,1,0.857470
geneva,0,3,bellman,0.002060,1,0.857470
geneva,0,4,bellman,0.004040,1,0.944510
geneva,0,5,bellman,0.005590,1,0.944610
geneva,0,6,bellman,0.013400,1,0.976210
geneva,0,7,bellman,0.019150,1,0.976340
geneva,0,8,bellman,0.051880,1,0.989040
geneva,0,9,bellman,0.078870,1,0.989190
geneva,1,2,bellman,0.001550,1,0.984860
geneva,1,3,bellman,0.001860,1,0.984860
geneva,1,4,bellman,0.003980,1,0.998090
geneva,1,5,bellman,0.005610,1,0.998420
geneva,1,6,bellman,0.012880,1,0.998870
geneva,1,7,bellman,0.019520,1,0.998970
geneva,1,8,bellman,0.047380,1,0.998990
geneva,1,9,bellman,0.080220,1,0.999000
guadalupe,0,2,bellman,0.001400,1,0.938320
guadalupe,0,3,bellman,0.001620,1,0.938320
guadalupe,0,4,bellman,0.003480,1,0.988270
guadalupe,0,5,bellman,0.004980,1,0.988420
guadalupe,0,6,bellman,0.012140,1,0.996780
guadalupe,0,7,bellman,0.017420,1,0.996960
guadalupe,0,8,bellman,0.046640,1,0.998450
guadalupe,0,9,bellman,0.072400,1,0.998590
guadalupe,1,2,bellman,0.001490,1,0.988280
guadalupe,1,3,bellman,0.001750,1,0.988280
guadalupe,1,4,bellman,0.003790,1,0.998540
guadalupe,1,5,bellman,0.005430,1,0.998660
guadalupe,1,6,bellman,0.012440,1,0.998930
guadalupe,1,7,bellman,0.018880,1,0.998990
guadalupe,1,8,bellman,0.046080,1,0.999000
guadalupe,1,9,bellman,0.078090,1,0.999000
hanoi,0,2,bellman,0.001640,1,0.993410
hanoi,0,3,bellman,0.002010,1,0.993410
hanoi,0,4,bellman,0.004140,1,0.998820
hanoi,0,5,bellman,0.005810,1,0.998910
hanoi,0,6,bellman,0.013180,1,0.998980
hanoi,0,7,bellman,0.019920,1,0.999000
hanoi,0,8,bellman,0.048310,1,0.999000
hanoi,0,9,bellman,0.081750,1,0.999000
hanoi,1,2,bellman,0.001590,1,0.914620
hanoi,1,3,bellman,0.001960,1,0.914620
hanoi,1,4,bellman,0.004070,1,0.978790
hanoi,1,5,bellman,0.005850,1,0.978850
hanoi,1,6,bellman,0.014120,1,0.993650
hanoi,1,7,bellman,0.020190,1,0.993730
hanoi,1,8,bellman,0.054580,1,0.997470
hanoi,1,9,bellman,0.082880,1,0.997560
jakarta,0,2,bellman,0.001310,1,0.982860
jakarta,0,3,bellman,0.001440,1,0.982860
jakarta,0,4,bellman,0.003200,1,0.998100
jakarta,0,5,bellman,0.004500,1,0.998230
jakarta,0,6,bellman,0.010570,1,0.998830
jakarta,0,7,bellman,0.016130,1,0.998960
jakarta,0,8,bellman,0.039650,1,0.998990
jakarta,0,9,bellman,0.067230,1,0.999000
jakarta,1,2,bellman,0.001290,1,0.943380
jakarta,1,3,bellman,0.001510,1,0.943380
jakarta,1,4,bellman,0.003310,1,0.989970
jakarta,1,5,bellman,0.004720,1,0.990080
jakarta,1,6,bellman,0.011660,1,0.997290
jakarta,1,7,bellman,0.016760,1,0.997420
jakarta,1,8,bellman,0.044960,1,0.998610
jakarta,1,9,bellman,0.070020,1,0.998710
johannesburg,0,2,bellman,0.001400,1,0.980570
johannesburg,0,3,bellman,0.001620,1,0.980570
johannesburg,0,4,bellman,0.003520,1,0.997130
johannesburg,0,5,bellman,0.004950,1,0.998030
johannesburg,0,6,bellman,0.011500,1,0.998740
johannesburg,0,7,bellman,0.017370,1,0.998930
johannesburg,0,8,bellman,0.042390,1,0.998980
johannesburg,0,9,bellman,0.066110,1,0.998990
johannesburg,1,2,bellman,0.001520,1,0.825740
johannesburg,1,3,bellman,0.001820,1,0.825740
johannesburg,1,4,bellman,0.003860,1,0.919110
johannesburg,1,5,bellman,0.005540,1,0.919510
johannesburg,1,6,bellman,0.013380,1,0.959130
johannesburg,1,7,bellman,0.019290,1,0.959670
johannesburg,1,8,bellman,0.052420,1,0.978190
johannesburg,1,9,bellman,0.073390,1,0.978800
kawasaki,0,2,bellman,0.001850,1,0.995420
kawasaki,0,3,bellman,0.002270,1,0.995420
kawasaki,0,4,bellman,0.004700,1,0.998810
kawasaki,0,5,bellman,0.006800,1,0.998960
kawasaki,0,6,bellman,0.015180,1,0.998990
kawasaki,0,7,bellman,0.022880,1,0.999000
kawasaki,0,8,bellman,0.054800,1,0.999000
kawasaki,0,9,bellman,0.084970,1,0.999000
kawasaki,1,2,bellman,0.002630,1,0.671570
kawasaki,1,3,bellman,0.003650,1,0.671570
kawasaki,1,4,bellman,0.007320,1,0.747570
kawasaki,1,5,bellman,0.010970,1,0.747590
kawasaki,1,6,bellman,0.025440,1,0.797770
kawasaki,1,7,bellman,0.036360,1,0.797810
kawasaki,1,8,bellman,0.097040,1,0.834630
kawasaki,1,9,bellman,0.133210,1,0.834670
kolkata,0,2,bellman,0.001500,1,0.951840
kolkata,0,3,bellman,0.002170,1,0.951840
kolkata,0,4,bellman,0.003660,1,0.991830
kolkata,0,5,bellman,0.005610,1,0.992610
kolkata,0,6,bellman,0.012550,1,0.997130
kolkata,0,7,bellman,0.018900,1,0.998010
kolkata,0,8,bellman,0.045580,1,0.998600
kolkata,0,9,bellman,0.077550,1,0.998830
kolkata,1,2,bellman,0.001650,1,0.994030
kolkata,1,3,bellman,0.001990,1,0.994030
kolkata,1,4,bellman,0.004180,1,0.998860
kolkata,1,5,bellman,0.006080,1,0.998930
kolkata,1,6,bellman,0.013900,1,0.998990
kolkata,1,7,bellman,0.020980,1,0.999000
kolkata,1,8,bellman,0.050610,1,0.999000
kolkata,1,9,bellman,0.085580,1,0.999000
kyiv,0,2,bellman,0.002740,1,0.997170
kyiv,0,3,bellman,0.003720,1,0.997170
kyiv,0,4,bellman,0.007510,1,0.998870
kyiv,0,5,bellman,0.011230,1,0.998990
kyiv,0,6,bellman,0.024640,1,0.999000
kyiv,0,7,bellman,0.037410,1,0.999000
kyiv,0,8,bellman,0.074520,1,0.999000
kyiv,0,9,bellman,0.134930,1,0.999000
kyiv,1,2,bellman,0.003130,1,0.502170
kyiv,1,3,bellman,0.004260,1,0.502170
kyiv,1,4,bellman,0.008310,1,0.503760
kyiv,1,5,bellman,0.012490,1,0.503760
kyiv,1,6,bellman,0.029030,1,0.504950
kyiv,1,7,bellman,0.041270,1,0.504950
kyiv,1,8,bellman,0.110240,1,0.505940
kyiv,1,9,bellman,0.150660,1,0.505940
kyoto,0,2,bellman,0.002230,1,0.994630
kyoto,0,3,bellman,0.002580,1,0.994630
kyoto,0,4,bellman,0.005110,1,0.998880
kyoto,0,5,bellman,0.007410,1,0.998940
kyoto,0,6,bellman,0.016450,1,0.998990
kyoto,0,7,bellman,0.024920,1,0.999000
kyoto,0,8,bellman,0.059280,1,0.999000
kyoto,0,9,bellman,0.100450,1,0.999000
kyoto,1,2,bellman,0.002770,1,0.578450
kyoto,1,3,bellman,0.003850,1,0.578450
kyoto,1,4,bellman,0.007650,1,0.617160
kyoto,1,5,bellman,0.011520,1,0.617190
kyoto,1,6,bellman,0.027000,1,0.645470
kyoto,1,7,bellman,0.038350,1,0.645510
kyoto,1,8,bellman,0.102230,1,0.668460
kyoto,1,9,bellman,0.139810,1,0.668510
lagos,0,2,bellman,0.001380,1,0.535190
lagos,0,3,bellman,0.001460,1,0.535190
lagos,0,4,bellman,0.003210,1,0.553190
lagos,0,5,bellman,0.004540,1,0.553190
lagos,0,6,bellman,0.011120,1,0.566620
lagos,0,7,bellman,0.016080,1,0.566630
lagos,0,8,bellman,0.043940,1,0.577750
lagos,0,9,bellman,0.062530,1,0.577760
lagos,1,2,bellman,0.001250,1,0.982160
lagos,1,3,bellman,0.001450,1,0.982160
lagos,1,4,bellman,0.003230,1,0.998030
lagos,1,5,bellman,0.004610,1,0.998160
lagos,1,6,bellman,0.010690,1,0.998810
lagos,1,7,bellman,0.016310,1,0.998950
lagos,1,8,bellman,0.040230,1,0.998980
lagos,1,9,bellman,0.068250,1,0.999000
lima,0,2,bellman,0.001270,1,0.982310
lima,0,3,bellman,0.001430,1,0.982310
lima,0,4,bellman,0.003180,1,0.998090
lima,0,5,bellman,0.004540,1,0.998180
lima,0,6,bellman,0.011130,1,0.998860
lima,0,7,bellman,0.016030,1,0.998950
lima,0,8,bellman,0.043070,1,0.998990
lima,0,9,bellman,0.067240,1,0.999000
lima,1,2,bellman,0.001250,1,0.941200
lima,1,3,bellman,0.001460,1,0.941200
lima,1,4,bellman,0.003270,1,0.989130
lima,1,5,bellman,0.004630,1,0.989400
lima,1,6,bellman,0.011430,1,0.996920
lima,1,7,bellman,0.016560,1,0.997230
lima,1,8,bellman,0.044290,1,0.998500
lima,1,9,bellman,0.069070,1,0.998650
london,0,2,bellman,0.001260,1,0.833740
london,0,3,bellman,0.001450,1,0.833740
london,0,4,bellman,0.003190,1,0.925980
london,0,5,bellman,0.004550,1,0.926170
london,0,6,bellman,0.011200,1,0.964110
london,0,7,bellman,0.016240,1,0.964360
london,0,8,bellman,0.044200,1,0.981610
london,0,9,bellman,0.062680,1,0.981900
london,1,2,bellman,0.001250,1,0.981920
london,1,3,bellman,0.001450,1,0.981920
london,1,4,bellman,0.003240,1,0.997750
london,1,5,bellman,0.004630,1,0.998150
london,1,6,bellman,0.010920,1,0.998800
london,1,7,bellman,0.016420,1,0.998950
london,1,8,bellman,0.040400,1,0.998980
london,1,9,bellman,0.068920,1,0.999000
makarresh,0,2,bellman,0.002280,1,0.996220
makarresh,0,3,bellman,0.002710,1,0.996220
makarresh,0,4,bellman,0.005130,1,0.998890
makarresh,0,5,bellman,0.007310,1,0.998980
makarresh,0,6,bellman,0.015930,1,0.999000
makarresh,0,7,bellman,0.024130,1,0.999000
makarresh,0,8,bellman,0.056820,1,0.999000
makarresh,0,9,bellman,0.087950,1,0.999000
makarresh,1,2,bellman,0.003200,1,0.524800
makarresh,1,3,bellman,0.004280,1,0.524800
makarresh,1,4,bellman,0.008250,1,0.537660
makarresh,1,5,bellman,0.012180,1,0.537820
makarresh,1,6,bellman,0.028090,1,0.547280
makarresh,1,7,bellman,0.039860,1,0.547520
makarresh,1,8,bellman,0.105880,1,0.555280
makarresh,1,9,bellman,0.144710,1,0.555570
melbourne,0,2,bellman,0.001520,1,0.972300
melbourne,0,3,bellman,0.001600,1,0.972300
melbourne,0,4,bellman,0.003310,1,0.996720
melbourne,0,5,bellman,0.004680,1,0.996910
melbourne,0,6,bellman,0.010930,1,0.998610
melbourne,0,7,bellman,0.015570,1,0.998810
melbourne,0,8,bellman,0.041810,1,0.998940
melbourne,0,9,bellman,0.065320,1,0.998980
melbourne,1,2,bellman,0.001330,1,0.811880
melbourne,1,3,bellman,0.001550,1,0.811880
melbourne,1,4,bellman,0.003390,1,0.906860
melbourne,1,5,bellman,0.004840,1,0.907220
melbourne,1,6,bellman,0.011780,1,0.950110
melbourne,1,7,bellman,0.017050,1,0.950610
melbourne,1,8,bellman,0.046410,1,0.971990
melbourne,1,9,bellman,0.065650,1,0.972550
manhattan,0,2,bellman,0.002110,1,0.595220
manhattan,0,3,bellman,0.002720,1,0.595220
manhattan,0,4,bellman,0.005540,1,0.641550
manhattan,0,5,bellman,0.008120,1,0.641590
manhattan,0,6,bellman,0.019130,1,0.675000
manhattan,0,7,bellman,0.027450,1,0.675060
manhattan,0,8,bellman,0.073480,1,0.701850
manhattan,0,9,bellman,0.101480,1,0.701920
manhattan,1,2,bellman,0.002120,1,0.992540
manhattan,1,3,bellman,0.002800,1,0.992540
manhattan,1,4,bellman,0.005640,1,0.998720
manhattan,1,5,bellman,0.008310,1,0.998880
manhattan,1,6,bellman,0.018250,1,0.998970
manhattan,1,7,bellman,0.027890,1,0.999000
manhattan,1,8,bellman,0.065810,1,0.999000
manhattan,1,9,bellman,0.111180,1,0.999000
manila,0,2,bellman,0.001330,1,0.902300
manila,0,3,bellman,0.001490,1,0.902300
manila,0,4,bellman,0.003260,1,0.972560
manila,0,5,bellman,0.004520,1,0.972810
manila,0,6,bellman,0.011180,1,0.990920
manila,0,7,bellman,0.016090,1,0.991230
manila,0,8,bellman,0.043870,1,0.996250
manila,0,9,bellman,0.067320,1,0.996580
manila,1,2,bellman,0.001300,1,0.984500
manila,1,3,bellman,0.001470,1,0.984500
manila,1,4,bellman,0.003230,1,0.998280
manila,1,5,bellman,0.004570,1,0.998380
manila,1,6,bellman,0.010720,1,0.998870
manila,1,7,bellman,0.016270,1,0.998970
manila,1,8,bellman,0.040280,1,0.998990
manila,1,9,bellman,0.068400,1,0.999000
montreal,0,2,bellman,0.001520,1,0.991820
montreal,0,3,bellman,0.001730,1,0.991820
montreal,0,4,bellman,0.003770,1,0.998770
montreal,0,5,bellman,0.005330,1,0.998850
montreal,0,6,bellman,0.012220,1,0.998970
montreal,0,7,bellman,0.018570,1,0.999000
montreal,0,8,bellman,0.044990,1,0.999000
montreal,0,9,bellman,0.076290,1,0.999000
montreal,1,2,bellman,0.001600,1,0.902210
montreal,1,3,bellman,0.001980,1,0.902210
montreal,1,4,bellman,0.004100,1,0.972650
montreal,1,5,bellman,0.005940,1,0.972720
montreal,1,6,bellman,0.014340,1,0.991110
montreal,1,7,bellman,0.020570,1,0.991200
montreal,1,8,bellman,0.055860,1,0.996480
montreal,1,9,bellman,0.084410,1,0.996580
mumbai,0,2,bellman,0.001480,1,0.985890
mumbai,0,3,bellman,0.001590,1,0.985890
mumbai,0,4,bellman,0.003430,1,0.998390
mumbai,0,5,bellman,0.004820,1,0.998490
mumbai,0,6,bellman,0.011200,1,0.998890
mumbai,0,7,bellman,0.017070,1,0.998980
mumbai,0,8,bellman,0.041770,1,0.998990
mumbai,0,9,bellman,0.070710,1,0.999000
mumbai,1,2,bellman,0.001460,1,0.897730
mumbai,1,3,bellman,0.001760,1,0.897730
mumbai,1,4,bellman,0.003740,1,0.970260
mumbai,1,5,bellman,0.005400,1,0.970320
mumbai,1,6,bellman,0.013050,1,0.990060
mumbai,1,7,bellman,0.018730,1,0.990130
mumbai,1,8,bellman,0.050840,1,0.996060
mumbai,1,9,bellman,0.077290,1,0.996140
nairobi,0,2,bellman,0.001260,1,0.940820
nairobi,0,3,bellman,0.001880,1,0.940820
nairobi,0,4,bellman,0.003130,1,0.989100
nairobi,0,5,bellman,0.004860,1,0.989260
nairobi,0,6,bellman,0.010760,1,0.997020
nairobi,0,7,bellman,0.016650,1,0.997200
nairobi,0,8,bellman,0.041930,1,0.998520
nairobi,0,9,bellman,0.069370,1,0.998650
nairobi,1,2,bellman,0.001310,1,0.980440
nairobi,1,3,bellman,0.001490,1,0.980440
nairobi,1,4,bellman,0.003270,1,0.997740
nairobi,1,5,bellman,0.004670,1,0.997990
nairobi,1,6,bellman,0.010880,1,0.998770
nairobi,1,7,bellman,0.016560,1,0.998930
nairobi,1,8,bellman,0.040700,1,0.998980
nairobi,1,9,bellman,0.069090,1,0.998990
osaka,0,2,bellman,0.001640,1,0.557470
osaka,0,3,bellman,0.001920,1,0.557470
osaka,0,4,bellman,0.003920,1,0.586270
osaka,0,5,bellman,0.005640,1,0.587640
osaka,0,6,bellman,0.013440,1,0.607540
osaka,0,7,bellman,0.019290,1,0.609590
osaka,0,8,bellman,0.051920,1,0.625000
osaka,0,9,bellman,0.073250,1,0.627480
osaka,1,2,bellman,0.001800,1,0.995330
osaka,1,3,bellman,0.002170,1,0.995330
osaka,1,4,bellman,0.004370,1,0.998890
