hardware,embedding_index,horizon,pomdp_build_time,probability,method,method_time,algorithm_index
boeblingen,1,9,0.001470,0.970450,bellman,81.000000,11
bogota,0,2,0.000980,0.972800,bellman,0.000000,0
bogota,0,3,0.000980,0.972800,bellman,0.000000,1
bogota,0,4,0.000980,0.997740,bellman,0.000000,2
bogota,0,5,0.000980,0.997830,bellman,1.000000,3
bogota,0,6,0.000980,0.999710,bellman,3.000000,8
bogota,0,7,0.000980,0.999810,bellman,9.000000,5
bogota,0,8,0.000980,0.999960,bellman,27.000000,9
bogota,0,9,0.000980,0.999980,bellman,83.000000,7
bogota,1,2,0.001070,0.942950,bellman,0.000000,0
bogota,1,3,0.001070,0.942950,bellman,0.000000,1
bogota,1,4,0.001070,0.990250,bellman,0.000000,2
bogota,1,5,0.001070,0.990650,bellman,1.000000,3
bogota,1,6,0.001070,0.997830,bellman,3.000000,8
bogota,1,7,0.001070,0.998290,bellman,9.000000,5
bogota,1,8,0.001070,0.999470,bellman,27.000000,9
bogota,1,9,0.001070,0.999670,bellman,83.000000,7
brisbane,0,2,0.003700,0.723790,bellman,0.000000,0
brisbane,0,3,0.003700,0.723790,bellman,0.000000,1
brisbane,0,4,0.003700,0.805310,bellman,0.000000,2
brisbane,0,5,0.003700,0.825360,bellman,1.000000,3
brisbane,0,6,0.003700,0.862480,bellman,3.000000,4
brisbane,0,7,0.003700,0.878770,bellman,9.000000,5
brisbane,0,8,0.003700,0.901620,bellman,27.000000,13
brisbane,0,9,0.003700,0.913470,bellman,84.000000,14
brisbane,1,2,0.004190,0.994270,bellman,0.000000,0
brisbane,1,3,0.004190,0.994270,bellman,0.000000,1
brisbane,1,4,0.004190,0.999790,bellman,0.000000,2
brisbane,1,5,0.004190,0.999900,bellman,1.000000,3
brisbane,1,6,0.004190,0.999980,bellman,3.000000,4
brisbane,1,7,0.004190,1.000000,bellman,9.000000,5
brisbane,1,8,0.004190,1.000000,bellman,28.000000,6
brisbane,1,9,0.004190,1.000000,bellman,85.000000,7
brooklyn,0,2,0.001590,0.987360,bellman,0.000000,0
brooklyn,0,3,0.001590,0.987360,bellman,0.000000,1
brooklyn,0,4,0.001590,0.999400,bellman,0.000000,2
brooklyn,0,5,0.001590,0.999530,bellman,1.000000,3
brooklyn,0,6,0.001590,0.999900,bellman,3.000000,4
brooklyn,0,7,0.001590,0.999980,bellman,9.000000,5
brooklyn,0,8,0.001590,0.999990,bellman,28.000000,6
brooklyn,0,9,0.001590,1.000000,bellman,85.000000,7
brooklyn,1,2,0.001890,0.911100,bellman,0.000000,0
brooklyn,1,3,0.001890,0.911100,bellman,0.000000,1
brooklyn,1,4,0.001890,0.976270,bellman,0.000000,2
brooklyn,1,5,0.001890,0.978030,bellman,1.000000,3
brooklyn,1,6,0.001890,0.991770,bellman,3.000000,8
brooklyn,1,7,0.001890,0.993920,bellman,9.000000,5
brooklyn,1,8,0.001890,0.997120,bellman,28.000000,9
brooklyn,1,9,0.001890,0.998170,bellman,84.000000,7
burlington,0,2,0.000970,0.975200,bellman,0.000000,0
burlington,0,3,0.000970,0.975200,bellman,0.000000,1
burlington,0,4,0.000970,0.997920,bellman,0.000000,2
burlington,0,5,0.000970,0.998200,bellman,1.000000,3
burlington,0,6,0.000970,0.999560,bellman,3.000000,4
burlington,0,7,0.000970,0.999850,bellman,9.000000,5
burlington,0,8,0.000970,0.999950,bellman,28.000000,6
burlington,0,9,0.000970,0.999990,bellman,84.000000,7
burlington,1,2,0.001020,0.950970,bellman,0.000000,0
burlington,1,3,0.001020,0.950970,bellman,0.000000,1
burlington,1,4,0.001020,0.992590,bellman,0.000000,2
burlington,1,5,0.001020,0.993070,bellman,1.000000,3
burlington,1,6,0.001020,0.998350,bellman,3.000000,8
burlington,1,7,0.001020,0.998900,bellman,9.000000,5
burlington,1,8,0.001020,0.999630,bellman,28.000000,9
burlington,1,9,0.001020,0.999810,bellman,85.000000,7
cairo,0,2,0.000960,0.994770,bellman,0.000000,0
cairo,0,3,0.000960,0.994770,bellman,0.000000,1
cairo,0,4,0.000960,0.999790,bellman,0.000000,2
cairo,0,5,0.000960,0.999920,bellman,1.000000,3
cairo,0,6,0.000960,0.999980,bellman,3.000000,4
cairo,0,7,0.000960,1.000000,bellman,9.000000,5
cairo,0,8,0.000960,1.000000,bellman,28.000000,6
cairo,0,9,0.000960,1.000000,bellman,84.000000,7
cairo,1,2,0.001520,0.848320,bellman,0.000000,0
cairo,1,3,0.001520,0.848320,bellman,0.000000,1
cairo,1,4,0.001520,0.936750,bellman,0.000000,2
cairo,1,5,0.001520,0.938590,bellman,1.000000,3
cairo,1,6,0.001520,0.970430,bellman,3.000000,8
cairo,1,7,0.001520,0.972880,bellman,9.000000,5
cairo,1,8,0.001520,0.985300,bellman,28.000000,9
cairo,1,9,0.001520,0.987400,bellman,85.000000,7
cambridge,0,2,0.001630,0.982560,bellman,0.000000,0
cambridge,0,3,0.001630,0.982560,bellman,0.000000,1
cambridge,0,4,0.001630,0.998690,bellman,0.000000,2
cambridge,0,5,0.001630,0.999110,bellman,1.000000,3
cambridge,0,6,0.001630,0.999790,bellman,3.000000,4
cambridge,0,7,0.001630,0.999940,bellman,9.000000,5
cambridge,0,8,0.001630,0.999980,bellman,28.000000,6
cambridge,0,9,0.001630,1.000000,bellman,85.000000,7
cambridge,1,2,0.001730,0.609710,bellman,0.000000,0
cambridge,1,3,0.001730,0.609710,bellman,0.000000,1
cambridge,1,4,0.001730,0.661900,bellman,0.000000,2
cambridge,1,5,0.001730,0.662060,bellman,1.000000,3
cambridge,1,6,0.001730,0.699160,bellman,3.000000,8
cambridge,1,7,0.001730,0.699390,bellman,9.000000,5
cambridge,1,8,0.001730,0.728700,bellman,28.000000,10
cambridge,1,9,0.001730,0.728980,bellman,85.000000,11
casablanca,0,2,0.001000,0.985160,bellman,0.000000,0
casablanca,0,3,0.001000,0.985160,bellman,0.000000,1
casablanca,0,4,0.001000,0.998940,bellman,0.000000,2
casablanca,0,5,0.001000,0.999360,bellman,1.000000,3
casablanca,0,6,0.001000,0.999850,bellman,3.000000,4
casablanca,0,7,0.001000,0.999960,bellman,9.000000,5
casablanca,0,8,0.001000,0.999990,bellman,28.000000,6
casablanca,0,9,0.001000,1.000000,bellman,86.000000,7
casablanca,1,2,0.001180,0.967180,bellman,0.000000,0
casablanca,1,3,0.001180,0.967180,bellman,0.000000,1
casablanca,1,4,0.001180,0.996650,bellman,0.000000,2
casablanca,1,5,0.001180,0.996850,bellman,1.000000,3
casablanca,1,6,0.001180,0.999440,bellman,3.000000,8
casablanca,1,7,0.001180,0.999660,bellman,9.000000,5
casablanca,1,8,0.001180,0.999910,bellman,28.000000,9
casablanca,1,9,0.001180,0.999960,bellman,85.000000,7
cusco,0,2,0.001030,0.992580,bellman,0.000000,0
cusco,0,3,0.001030,0.992580,bellman,0.000000,1
cusco,0,4,0.001030,0.999740,bellman,0.000000,2
cusco,0,5,0.001030,0.999840,bellman,1.000000,3
cusco,0,6,0.001030,0.999970,bellman,3.000000,4
cusco,0,7,0.001030,1.000000,bellman,9.000000,5
cusco,0,8,0.001030,1.000000,bellman,28.000000,6
cusco,0,9,0.001030,1.000000,bellman,84.000000,7
cusco,1,2,0.004320,0.501950,bellman,0.000000,15
cusco,1,3,0.004320,0.501950,bellman,0.000000,16
cusco,1,4,0.004320,0.502930,bellman,0.000000,17
cusco,1,5,0.004320,0.502930,bellman,1.000000,18
cusco,1,6,0.004320,0.503660,bellman,3.000000,19
cusco,1,7,0.004320,0.503660,bellman,9.000000,20
cusco,1,8,0.004320,0.504270,bellman,28.000000,21
cusco,1,9,0.004320,0.504270,bellman,84.000000,22
essex,0,2,0.001000,0.968560,bellman,0.000000,0
essex,0,3,0.001000,0.968560,bellman,0.000000,1
essex,0,4,0.001000,0.996450,bellman,0.000000,2
essex,0,5,0.001000,0.997140,bellman,1.000000,3
essex,0,6,0.001000,0.999220,bellman,3.000000,4
essex,0,7,0.001000,0.999690,bellman,9.000000,5
essex,0,8,0.001000,0.999880,bellman,28.000000,6
essex,0,9,0.001000,0.999960,bellman,84.000000,7
essex,1,2,0.001040,0.943380,bellman,0.000000,0
essex,1,3,0.001040,0.943380,bellman,0.000000,1
essex,1,4,0.001040,0.990100,bellman,0.000000,2
essex,1,5,0.001040,0.990830,bellman,1.000000,3
essex,1,6,0.001040,0.997480,bellman,3.000000,8
essex,1,7,0.001040,0.998330,bellman,9.000000,5
essex,1,8,0.001040,0.999370,bellman,28.000000,9
essex,1,9,0.001040,0.999670,bellman,83.000000,7
fez,0,2,0.001090,0.998430,bellman,0.000000,0
fez,0,3,0.001090,0.998430,bellman,0.000000,1
fez,0,4,0.001090,0.999890,bellman,0.000000,2
fez,0,5,0.001090,0.999990,bellman,1.000000,3
