hardware,embedding_index,horizon,pomdp_build_time,probability,method,method_time,algorithm_index,error
algiers,0,2,0.001030,0.995090,bellman,0.000000,1,0.000000
algiers,0,3,0.001030,0.995090,bellman,0.000000,2,0.000000
algiers,0,4,0.001030,0.999820,bellman,0.000000,3,0.000000
algiers,0,5,0.001030,0.999930,bellman,1.000000,4,0.000000
algiers,0,6,0.001030,0.999990,bellman,3.000000,5,0.000000
algiers,0,7,0.001030,1.000000,bellman,9.000000,6,0.000000
algiers,0,8,0.001030,1.000000,bellman,27.000000,7,0.000000
algiers,0,9,0.001030,1.000000,bellman,82.000000,8,0.000000
algiers,1,2,0.001710,0.944180,bellman,0.000000,1,0.000000
algiers,1,3,0.001710,0.944180,bellman,0.000000,2,0.000000
algiers,1,4,0.001710,0.990670,bellman,0.000000,3,0.000000
algiers,1,5,0.001710,0.991050,bellman,1.000000,4,0.000000
algiers,1,6,0.001710,0.997970,bellman,3.000000,9,0.000000
algiers,1,7,0.001710,0.998400,bellman,9.000000,6,0.000000
algiers,1,8,0.001710,0.999510,bellman,27.000000,10,0.000000
algiers,1,9,0.001710,0.999690,bellman,82.000000,8,0.000000
almaden,0,2,0.001110,0.984560,bellman,0.000000,1,0.000000
almaden,0,3,0.001110,0.984560,bellman,0.000000,2,0.000000
almaden,0,4,0.001110,0.998880,bellman,0.000000,3,0.000000
almaden,0,5,0.001110,0.999310,bellman,1.000000,4,0.000000
almaden,0,6,0.001110,0.999830,bellman,3.000000,5,0.000000
almaden,0,7,0.001110,0.999960,bellman,9.000000,6,0.000000
almaden,0,8,0.001110,0.999990,bellman,27.000000,7,0.000000
almaden,0,9,0.001110,1.000000,bellman,82.000000,8,0.000000
almaden,1,2,0.001140,0.771980,bellman,0.000000,1,0.000000
almaden,1,3,0.001140,0.771980,bellman,0.000000,2,0.000000
almaden,1,4,0.001140,0.867330,bellman,0.000000,3,0.000000
almaden,1,5,0.001140,0.868210,bellman,1.000000,4,0.000000
almaden,1,6,0.001140,0.917470,bellman,3.000000,9,0.000000
almaden,1,7,0.001140,0.918720,bellman,9.000000,6,0.000000
almaden,1,8,0.001140,0.946770,bellman,27.000000,11,0.000000
almaden,1,9,0.001140,0.948220,bellman,82.000000,12,0.000000
athens,0,2,0.000950,0.989710,bellman,0.000000,1,0.000000
athens,0,3,0.000950,0.989710,bellman,0.000000,2,0.000000
athens,0,4,0.000950,0.999510,bellman,0.000000,3,0.000000
athens,0,5,0.000950,0.999690,bellman,1.000000,4,0.000000
athens,0,6,0.000950,0.999930,bellman,3.000000,5,0.000000
athens,0,7,0.000950,0.999990,bellman,9.000000,6,0.000000
athens,0,8,0.000950,1.000000,bellman,27.000000,7,0.000000
athens,0,9,0.000950,1.000000,bellman,82.000000,8,0.000000
athens,1,2,0.001010,0.975550,bellman,0.000000,1,0.000000
athens,1,3,0.001010,0.975550,bellman,0.000000,2,0.000000
athens,1,4,0.001010,0.998100,bellman,0.000000,3,0.000000
athens,1,5,0.001010,0.998240,bellman,1.000000,4,0.000000
athens,1,6,0.001010,0.999710,bellman,3.000000,9,0.000000
athens,1,7,0.001010,0.999860,bellman,9.000000,6,0.000000
athens,1,8,0.001010,0.999960,bellman,27.000000,10,0.000000
athens,1,9,0.001010,0.999990,bellman,83.000000,8,0.000000
auckland,0,2,0.001280,0.994370,bellman,0.000000,1,0.000000
auckland,0,3,0.001280,0.994370,bellman,0.000000,2,0.000000
auckland,0,4,0.001280,0.999780,bellman,0.000000,3,0.000000
auckland,0,5,0.001280,0.999910,bellman,1.000000,4,0.000000
auckland,0,6,0.001280,0.999980,bellman,3.000000,5,0.000000
auckland,0,7,0.001280,1.000000,bellman,9.000000,6,0.000000
auckland,0,8,0.001280,1.000000,bellman,27.000000,7,0.000000
auckland,0,9,0.001280,1.000000,bellman,83.000000,8,0.000000
auckland,1,2,0.001650,0.980590,bellman,0.000000,1,0.000000
auckland,1,3,0.001650,0.980590,bellman,0.000000,2,0.000000
auckland,1,4,0.001650,0.998690,bellman,0.000000,3,0.000000
auckland,1,5,0.001650,0.998890,bellman,1.000000,4,0.000000
auckland,1,6,0.001650,0.999740,bellman,3.000000,5,0.000000
auckland,1,7,0.001650,0.999930,bellman,9.000000,6,0.000000
auckland,1,8,0.001650,0.999970,bellman,28.000000,7,0.000000
auckland,1,9,0.001650,0.999990,bellman,84.000000,8,0.000000
belem,0,2,0.001000,0.958490,bellman,0.000000,1,0.000000
belem,0,3,0.001000,0.958490,bellman,0.000000,2,0.000000
belem,0,4,0.001000,0.994890,bellman,0.000000,3,0.000000
belem,0,5,0.001000,0.994980,bellman,1.000000,4,0.000000
belem,0,6,0.001000,0.999220,bellman,3.000000,9,0.000000
belem,0,7,0.001000,0.999330,bellman,9.000000,6,0.000000
belem,0,8,0.001000,0.999850,bellman,28.000000,10,0.000000
belem,0,9,0.001000,0.999900,bellman,84.000000,8,0.000000
belem,1,2,0.001090,0.979240,bellman,0.000000,1,0.000000
belem,1,3,0.001090,0.979240,bellman,0.000000,2,0.000000
belem,1,4,0.001090,0.998580,bellman,0.000000,3,0.000000
belem,1,5,0.001090,0.998730,bellman,1.000000,4,0.000000
belem,1,6,0.001090,0.999750,bellman,3.000000,9,0.000000
belem,1,7,0.001090,0.999910,bellman,9.000000,6,0.000000
belem,1,8,0.001090,0.999970,bellman,27.000000,13,0.000000
belem,1,9,0.001090,0.999990,bellman,84.000000,8,0.000000
boeblingen,0,2,0.001410,0.986560,bellman,0.000000,1,0.000000
boeblingen,0,3,0.001410,0.986560,bellman,0.000000,2,0.000000
boeblingen,0,4,0.001410,0.999230,bellman,0.000000,3,0.000000
boeblingen,0,5,0.001410,0.999470,bellman,1.000000,4,0.000000
boeblingen,0,6,0.001410,0.999880,bellman,3.000000,5,0.000000
boeblingen,0,7,0.001410,0.999970,bellman,9.000000,6,0.000000
boeblingen,0,8,0.001410,0.999990,bellman,28.000000,7,0.000000
boeblingen,0,9,0.001410,1.000000,bellman,84.000000,8,0.000000
boeblingen,1,2,0.001470,0.806800,bellman,0.000000,1,0.000000
boeblingen,1,3,0.001470,0.806800,bellman,0.000000,2,0.000000
boeblingen,1,4,0.001470,0.902250,bellman,0.000000,3,0.000000
boeblingen,1,5,0.001470,0.902600,bellman,1.000000,4,0.000000
boeblingen,1,6,0.001470,0.946800,bellman,3.000000,9,0.000000
boeblingen,1,7,0.001470,0.947280,bellman,9.000000,6,0.000000
boeblingen,1,8,0.001470,0.969900,bellman,26.000000,11,0.000000
boeblingen,1,9,0.001470,0.970450,bellman,81.000000,12,0.000000
bogota,0,2,0.000980,0.972800,bellman,0.000000,1,0.000000
bogota,0,3,0.000980,0.972800,bellman,0.000000,2,0.000000
bogota,0,4,0.000980,0.997740,bellman,0.000000,3,0.000000
bogota,0,5,0.000980,0.997830,bellman,1.000000,4,0.000000
bogota,0,6,0.000980,0.999710,bellman,3.000000,9,0.000000
bogota,0,7,0.000980,0.999810,bellman,9.000000,6,0.000000
bogota,0,8,0.000980,0.999960,bellman,27.000000,10,0.000000
bogota,0,9,0.000980,0.999980,bellman,83.000000,8,0.000000
bogota,1,2,0.001070,0.942950,bellman,0.000000,1,0.000000
bogota,1,3,0.001070,0.942950,bellman,0.000000,2,0.000000
bogota,1,4,0.001070,0.990250,bellman,0.000000,3,0.000000
bogota,1,5,0.001070,0.990650,bellman,1.000000,4,0.000000
bogota,1,6,0.001070,0.997830,bellman,3.000000,9,0.000000
bogota,1,7,0.001070,0.998290,bellman,9.000000,6,0.000000
bogota,1,8,0.001070,0.999470,bellman,27.000000,10,0.000000
bogota,1,9,0.001070,0.999670,bellman,83.000000,8,0.000000
brisbane,0,2,0.003700,0.723790,bellman,0.000000,1,0.000000
brisbane,0,3,0.003700,0.723790,bellman,0.000000,2,0.000000
brisbane,0,4,0.003700,0.805310,bellman,0.000000,3,0.000000
brisbane,0,5,0.003700,0.825360,bellman,1.000000,4,0.000000
brisbane,0,6,0.003700,0.862480,bellman,3.000000,5,0.000000
brisbane,0,7,0.003700,0.878770,bellman,9.000000,6,0.000000
brisbane,0,8,0.003700,0.901620,bellman,27.000000,14,0.000000
brisbane,0,9,0.003700,0.913470,bellman,84.000000,15,0.000000
brisbane,1,2,0.004190,0.994270,bellman,0.000000,1,0.000000
brisbane,1,3,0.004190,0.994270,bellman,0.000000,2,0.000000
brisbane,1,4,0.004190,0.999790,bellman,0.000000,3,0.000000
brisbane,1,5,0.004190,0.999900,bellman,1.000000,4,0.000000
brisbane,1,6,0.004190,0.999980,bellman,3.000000,5,0.000000
brisbane,1,7,0.004190,1.000000,bellman,9.000000,6,0.000000
brisbane,1,8,0.004190,1.000000,bellman,28.000000,7,0.000000
brisbane,1,9,0.004190,1.000000,bellman,85.000000,8,0.000000
brooklyn,0,2,0.001590,0.987360,bellman,0.000000,1,0.000000
brooklyn,0,3,0.001590,0.987360,bellman,0.000000,2,0.000000
brooklyn,0,4,0.001590,0.999400,bellman,0.000000,3,0.000000
brooklyn,0,5,0.001590,0.999530,bellman,1.000000,4,0.000000
brooklyn,0,6,0.001590,0.999900,bellman,3.000000,5,0.000000
brooklyn,0,7,0.001590,0.999980,bellman,9.000000,6,0.000000
brooklyn,0,8,0.001590,0.999990,bellman,28.000000,7,0.000000
brooklyn,0,9,0.001590,1.000000,bellman,85.000000,8,0.000000
brooklyn,1,2,0.001890,0.911100,bellman,0.000000,1,0.000000
brooklyn,1,3,0.001890,0.911100,bellman,0.000000,2,0.000000
brooklyn,1,4,0.001890,0.976270,bellman,0.000000,3,0.000000
brooklyn,1,5,0.001890,0.978030,bellman,1.000000,4,0.000000
brooklyn,1,6,0.001890,0.991770,bellman,3.000000,9,0.000000
brooklyn,1,7,0.001890,0.993920,bellman,9.000000,6,0.000000
brooklyn,1,8,0.001890,0.997120,bellman,28.000000,10,0.000000
brooklyn,1,9,0.001890,0.998170,bellman,84.000000,8,0.000000
burlington,0,2,0.000970,0.975200,bellman,0.000000,1,0.000000
burlington,0,3,0.000970,0.975200,bellman,0.000000,2,0.000000
burlington,0,4,0.000970,0.997920,bellman,0.000000,3,0.000000
burlington,0,5,0.000970,0.998200,bellman,1.000000,4,0.000000
burlington,0,6,0.000970,0.999560,bellman,3.000000,5,0.000000
burlington,0,7,0.000970,0.999850,bellman,9.000000,6,0.000000
burlington,0,8,0.000970,0.999950,bellman,28.000000,7,0.000000
burlington,0,9,0.000970,0.999990,bellman,84.000000,8,0.000000
burlington,1,2,0.001020,0.950970,bellman,0.000000,1,0.000000
burlington,1,3,0.001020,0.950970,bellman,0.000000,2,0.000000
burlington,1,4,0.001020,0.992590,bellman,0.000000,3,0.000000
burlington,1,5,0.001020,0.993070,bellman,1.000000,4,0.000000
burlington,1,6,0.001020,0.998350,bellman,3.000000,9,0.000000
burlington,1,7,0.001020,0.998900,bellman,9.000000,6,0.000000
burlington,1,8,0.001020,0.999630,bellman,28.000000,10,0.000000
burlington,1,9,0.001020,0.999810,bellman,85.000000,8,0.000000
cairo,0,2,0.000960,0.994770,bellman,0.000000,1,0.000000
cairo,0,3,0.000960,0.994770,bellman,0.000000,2,0.000000
cairo,0,4,0.000960,0.999790,bellman,0.000000,3,0.000000
cairo,0,5,0.000960,0.999920,bellman,1.000000,4,0.000000
cairo,0,6,0.000960,0.999980,bellman,3.000000,5,0.000000
cairo,0,7,0.000960,1.000000,bellman,9.000000,6,0.000000
cairo,0,8,0.000960,1.000000,bellman,28.000000,7,0.000000
cairo,0,9,0.000960,1.000000,bellman,84.000000,8,0.000000
cairo,1,2,0.001520,0.848320,bellman,0.000000,1,0.000000
cairo,1,3,0.001520,0.848320,bellman,0.000000,2,0.000000
cairo,1,4,0.001520,0.936750,bellman,0.000000,3,0.000000
cairo,1,5,0.001520,0.938590,bellman,1.000000,4,0.000000
cairo,1,6,0.001520,0.970430,bellman,3.000000,9,0.000000
cairo,1,7,0.001520,0.972880,bellman,9.000000,6,0.000000
cairo,1,8,0.001520,0.985300,bellman,28.000000,10,0.000000
cairo,1,9,0.001520,0.987400,bellman,85.000000,8,0.000000
cambridge,0,2,0.001630,0.982560,bellman,0.000000,1,0.000000
cambridge,0,3,0.001630,0.982560,bellman,0.000000,2,0.000000
cambridge,0,4,0.001630,0.998690,bellman,0.000000,3,0.000000
cambridge,0,5,0.001630,0.999110,bellman,1.000000,4,0.000000
cambridge,0,6,0.001630,0.999790,bellman,3.000000,5,0.000000
cambridge,0,7,0.001630,0.999940,bellman,9.000000,6,0.000000
cambridge,0,8,0.001630,0.999980,bellman,28.000000,7,0.000000
cambridge,0,9,0.001630,1.000000,bellman,85.000000,8,0.000000
cambridge,1,2,0.001730,0.609710,bellman,0.000000,1,0.000000
cambridge,1,3,0.001730,0.609710,bellman,0.000000,2,0.000000
cambridge,1,4,0.001730,0.661900,bellman,0.000000,3,0.000000
cambridge,1,5,0.001730,0.662060,bellman,1.000000,4,0.000000
cambridge,1,6,0.001730,0.699160,bellman,3.000000,9,0.000000
cambridge,1,7,0.001730,0.699390,bellman,9.000000,6,0.000000
cambridge,1,8,0.001730,0.728700,bellman,28.000000,11,0.000000
cambridge,1,9,0.001730,0.728980,bellman,85.000000,12,0.000000
casablanca,0,2,0.001000,0.985160,bellman,0.000000,1,0.000000
casablanca,0,3,0.001000,0.985160,bellman,0.000000,2,0.000000
casablanca,0,4,0.001000,0.998940,bellman,0.000000,3,0.000000
casablanca,0,5,0.001000,0.999360,bellman,1.000000,4,0.000000
casablanca,0,6,0.001000,0.999850,bellman,3.000000,5,0.000000
casablanca,0,7,0.001000,0.999960,bellman,9.000000,6,0.000000
casablanca,0,8,0.001000,0.999990,bellman,28.000000,7,0.000000
casablanca,0,9,0.001000,1.000000,bellman,86.000000,8,0.000000
casablanca,1,2,0.001180,0.967180,bellman,0.000000,1,0.000000
casablanca,1,3,0.001180,0.967180,bellman,0.000000,2,0.000000
casablanca,1,4,0.001180,0.996650,bellman,0.000000,3,0.000000
casablanca,1,5,0.001180,0.996850,bellman,1.000000,4,0.000000
casablanca,1,6,0.001180,0.999440,bellman,3.000000,9,0.000000
casablanca,1,7,0.001180,0.999660,bellman,9.000000,6,0.000000
casablanca,1,8,0.001180,0.999910,bellman,28.000000,10,0.000000
casablanca,1,9,0.001180,0.999960,bellman,85.000000,8,0.000000
cusco,0,2,0.001030,0.992580,bellman,0.000000,1,0.000000
cusco,0,3,0.001030,0.992580,bellman,0.000000,2,0.000000
cusco,0,4,0.001030,0.999740,bellman,0.000000,3,0.000000
cusco,0,5,0.001030,0.999840,bellman,1.000000,4,0.000000
cusco,0,6,0.001030,0.999970,bellman,3.000000,5,0.000000
cusco,0,7,0.001030,1.000000,bellman,9.000000,6,0.000000
cusco,0,8,0.001030,1.000000,bellman,28.000000,7,0.000000
cusco,0,9,0.001030,1.000000,bellman,84.000000,8,0.000000
cusco,1,2,0.004320,0.501950,bellman,0.000000,16,0.000000
cusco,1,3,0.004320,0.501950,bellman,0.000000,17,0.000000
cusco,1,4,0.004320,0.502930,bellman,0.000000,18,0.000000
