benchmark,horizon,total_time,0.0,5e-06,9e-05,0.0001,0.000135,0.00024,0.000241,0.001672,0.00271,0.004599,0.004695,0.004699,0.004996,0.005099,0.005135,0.005179,0.005215,0.005234,0.005239,0.005279,0.005559,0.005611,0.005679,0.005699,0.005719,0.00572,0.005733,0.00579,0.006159,0.00638,0.008201,0.008869,0.009,0.01,0.010124,0.010592,0.010657,0.010987,0.01593,0.0177,0.018979,0.020398,0.021117,0.02353,0.023733,0.029781,0.033362,0.035855,0.039595,0.041855,0.044519,0.044894,0.054379,0.054964,0.05706,0.057703,0.057943,0.058062,0.05822,0.058322,0.058477,0.05911,0.060956,0.062779,0.062817,0.06292,0.063019,0.063177,0.064845,0.065162,0.06566,0.065956,0.06602,0.066234,0.069944,0.080113,0.082247,0.132984,0.20606,0.245361,0.274026,0.274243,0.275622,0.280943,0.283536,0.283859,0.293408,0.294539,0.305259,0.305782,0.306825,0.307001,0.307265,0.307405,0.307885,0.308439,0.317788,0.318409,0.319778,0.360271,0.360351,0.360447,0.360666,0.360686,0.362956,0.36543,0.381255,0.383022,0.388136,0.38856,0.394015,0.425439,0.425478,0.425539,0.425638,0.425804,0.428498,0.434824,0.451222,0.46579,0.521683,0.528869,0.637768,0.652241,0.71081,0.71289,0.71577,0.7943,0.801,0.884011,0.89,0.895666,0.906333,0.938894,0.94163,0.966725,0.96921,0.987306,0.9879,0.989815,0.995168,0.995723,0.998669,0.99934,0.999441,0.999854,0.999984,1.467944,1.631274,1.631319,1.631694,1.650738,1.782093,1.799511,1.801674,1.884998,1.939408,2.625939,2.639779,2.63978,2.639832,2.650253,2.686185,2.73978,2.739799,2.739831,5.88,6.842176,7.68,7.706794,8.444011,8.786443,9.058086,9.30276,9.400574,9.516244,9.522464,9.551119,9.5574,9.559193,9.562029,9.5621,9.562426,9.562636,9.562645,9.56266,9.922561,10.335019,10.366268,10.406565,10.407664,10.409824,10.410011,10.410062,10.41008,10.410096
cit.POMDP_1,2,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,1036.496869,1036.496869,1036.496869,1036.496869,1036.496869,1036.496869,1036.496869,1036.496869,1036.496869,1036.496869,1036.496869,1036.496869,1036.496869,1036.496869,1036.496869,1036.496869,1036.496869,1036.496869,1036.496869,1036.496869,1036.496869,1036.496869,1036.496869,1036.496869,1036.496869,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198,298.317198
cit.POMDP_1,3,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,2651.807021,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049,447.394049
cit.POMDP_1,4,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,3560.988061,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878,583.901878
cit.POMDP_1,5,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707,738.250707
cit.POMDP_1,6,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,886.562422,886.562422,886.562422,886.562422,886.562422,886.562422,886.562422,886.562422,886.562422,886.562422,886.562422,886.562422,886.562422,886.562422,886.562422,886.562422,886.562422,886.562422,886.562422,886.562422,886.562422,886.562422,886.562422,886.562422,886.562422,886.562422,886.562422,886.562422,886.562422,886.562422,886.562422,886.562422,886.562422,886.562422,886.562422,886.562422,886.562422,886.562422,886.562422,886.562422,886.562422,886.562422,886.562422,886.562422,886.562422,886.562422,886.562422,886.562422,886.562422,886.562422,886.562422,886.562422,886.562422
cit.POMDP_2,3,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,3386.211035,3386.211035,3386.211035,3386.211035,3386.211035,3386.211035,3386.211035,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798,446.538798
cit.POMDP_2,4,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563,595.991563
cit.POMDP_2,5,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149,744.955149
cit.POMDP_2,6,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649,896.749649
cit.POMDP_3,4,timeout,timeout,timeout,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,3548.543892,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288,594.832288
