benchmark,horizon,time,hull_size,val
RockSample_POMDP_N3_G1_K4_R83.txt,1,0.006453,1,0.000000
RockSample_POMDP_N3_G1_K4_R83.txt,2,0.005330,3,0.000000
RockSample_POMDP_N3_G1_K4_R83.txt,3,0.070490,1,10.000000
RockSample_POMDP_N3_G1_K4_R83.txt,4,0.863003,3,10.000000
RockSample_POMDP_N3_G1_K4_R83.txt,5,10.910694,5,10.000000
RockSample_POMDP_N3_G1_K4_R83.txt,6,138.125121,11,13.333333
